Name,Material Type,Bend,Twist,Bend Moment (Nmm),Twist Moment (Nmm),Scale Factor
D42,Neoprene Rubber,0.000104928378573,8.32089807091e-05,2.12264150943e-09,2.12264150943e-08,1
D42,"Plastic, PET (amorphous)",0.0173519755245,0.0197670410356,0.00205188679245,0.0205188679245,1
D42,"Aluminum alloy, wrought, 6061, T6",0.102109046915,0.0216342690128,0.048820754717,0.48820754717,1
D42,"Carbon steel, 1095, hardened & tempered",0.137099519064,0.0216417595426,0.15,1.5,1
