Time,Torque,Rotation
(s),(N-mm),(deg)
32.168,-15.464,-0.7876
32.188,-16.227,-0.7928
32.208,-17.0212,-0.798
32.228,-17.818,-0.8033
32.248,-18.6361,-0.8087
32.268,-19.483,-0.8141
32.288,-20.3298,-0.8197
32.308,-21.1737,-0.8253
32.328,-22.0071,-0.8307
32.348,-22.8194,-0.8361
32.368,-23.6238,-0.8414
32.388,-24.4597,-0.8467
32.408,-25.3195,-0.8522
32.428,-26.1821,-0.8576
32.448,-27.0219,-0.8628
32.468,-27.8648,-0.8682
32.488,-28.7165,-0.8736
32.508,-29.552,-0.8789
32.528,-30.396,-0.8842
32.548,-31.2453,-0.8895
32.568,-32.0991,-0.8949
32.588,-32.964,-0.9004
32.608,-33.8129,-0.9057
32.628,-34.6368,-0.911
32.648,-35.4448,-0.9161
32.668,-36.2306,-0.9211
32.688,-37.0055,-0.9262
32.708,-37.7942,-0.9313
32.728,-38.5923,-0.9364
32.748,-39.4026,-0.9416
32.768,-40.1787,-0.9467
32.788,-40.9444,-0.9518
32.808,-41.7299,-0.957
32.828,-42.5201,-0.9621
32.848,-43.2952,-0.9672
32.868,-44.0306,-0.9721
32.888,-44.7364,-0.9769
32.908,-45.446,-0.9815
32.928,-46.1452,-0.9862
32.948,-46.8461,-0.9908
32.968,-47.5665,-0.9956
32.988,-48.3237,-1.0005
33.008,-49.113,-1.0055
33.028,-49.8958,-1.0104
33.048,-50.654,-1.0152
33.068,-51.3824,-1.02
33.088,-52.0977,-1.0248
33.108,-52.8111,-1.0294
33.128,-53.5285,-1.0342
33.148,-54.2739,-1.039
33.168,-54.9751,-1.0437
33.188,-55.6824,-1.0484
33.208,-56.3961,-1.0531
33.228,-57.1136,-1.0577
33.248,-57.8085,-1.0624
33.268,-58.4996,-1.067
33.288,-59.2057,-1.0718
33.308,-59.9134,-1.0765
33.328,-60.6209,-1.0812
33.348,-61.2957,-1.0858
33.368,-61.9903,-1.0905
33.388,-62.6732,-1.0952
33.408,-63.3788,-1.1
33.428,-64.1161,-1.1049
33.448,-64.8644,-1.1099
33.468,-65.6295,-1.1149
33.488,-66.3833,-1.12
33.508,-67.1414,-1.1251
33.528,-67.9181,-1.1303
33.548,-68.6847,-1.1355
33.568,-69.4679,-1.1407
33.588,-70.2754,-1.1461
33.608,-71.0646,-1.1513
33.628,-71.7954,-1.1563
33.648,-72.4927,-1.1611
33.668,-73.1655,-1.1657
33.688,-73.8086,-1.1701
33.708,-74.476,-1.1746
33.728,-75.1479,-1.1792
33.748,-75.7677,-1.1828
33.768,-76.1345,-1.1849
33.788,-76.2942,-1.186
33.808,-76.3598,-1.1865
33.828,-76.3804,-1.187
33.848,-76.4015,-1.1871
33.849,-76.4024,-1.1871
33.869,-76.4178,-1.1874
