Rotation,Torque
-62.5851,-0.0911
-62.6858,-0.0915
-62.7865,-0.0919
-62.8872,-0.0924
-62.988,-0.0929
-63.0883,-0.0933
-63.1891,-0.0939
-63.2891,-0.0944
-63.3895,-0.0949
-63.4898,-0.0952
-63.5906,-0.0957
-63.6907,-0.0961
-63.7913,-0.0966
-63.892,-0.0971
-63.9921,-0.0977
-64.0924,-0.0982
-64.1925,-0.0989
-64.2928,-0.0988
-64.3929,-0.0995
-64.4937,-0.1001
-64.5937,-0.1007
-64.6945,-0.1012
-64.7953,-0.1018
-64.8962,-0.1024
-64.9968,-0.1027
-65.0088,-0.1025
-45.2012,0.0035
-45.3018,0.0035
-45.4023,0.0035
-45.503,0.0035
-45.6033,0.0035
-45.704,0.0026
-45.8046,0.0008
-45.9054,0.0001
-46.0055,-0.0008
-46.1056,-0.0015
-46.2058,-0.002
-46.3067,-0.0026
-46.4073,-0.0032
-46.5082,-0.0038
-46.6089,-0.0044
-46.7093,-0.005
-46.8095,-0.0056
-46.91,-0.0061
-47.0107,-0.0066
-47.1113,-0.0072
-47.2116,-0.0078
-47.3117,-0.0084
-47.4122,-0.0089
-47.513,-0.0094
-47.613,-0.0099
-47.7137,-0.0104
-47.8138,-0.011
-47.914,-0.0115
-48.0147,-0.012
-48.1151,-0.0125
-48.2155,-0.0131
-48.3159,-0.0136
-48.4167,-0.0143
-48.5167,-0.0148
-48.6168,-0.0153
-48.7175,-0.016
-48.8182,-0.0165
-48.9191,-0.0171
-49.0192,-0.0177
-49.1194,-0.0184
-49.2202,-0.0189
-49.3208,-0.0195
-49.4217,-0.0201
-49.522,-0.0207
-49.6226,-0.0212
-49.7229,-0.0218
-49.8237,-0.0223
-49.9247,-0.0229
-50.0252,-0.0235
-50.126,-0.024
-50.2268,-0.0246
-50.3269,-0.0252
-50.4272,-0.0257
-50.5277,-0.0263
-50.6286,-0.0269
-50.7291,-0.0274
-50.8295,-0.0279
-50.9301,-0.0285
-51.0306,-0.029
-51.1311,-0.0295
-51.2311,-0.0301
-51.3311,-0.0307
-51.4316,-0.0312
-51.5319,-0.0317
-51.6321,-0.0323
-51.7326,-0.0329
-51.8335,-0.0335
-51.934,-0.0341
-52.0347,-0.0347
-52.1354,-0.0352
-52.2358,-0.0357
-52.3365,-0.0362
-52.4365,-0.0368
-52.5375,-0.0373
-52.6376,-0.0379
-52.7385,-0.0385
-52.8391,-0.0391
-52.9395,-0.0397
-53.0401,-0.0403
-53.1406,-0.0409
-53.2413,-0.0414
-53.3423,-0.0419
-53.4425,-0.0424
-53.5432,-0.043
-53.644,-0.0436
-53.7444,-0.0441
-53.8449,-0.0446
-53.9451,-0.0451
-54.0452,-0.0456
-54.1459,-0.0461
-54.2461,-0.0466
-54.3468,-0.0472
-54.4477,-0.0478
-54.5479,-0.0483
-54.6486,-0.0489
-54.749,-0.0495
-54.8492,-0.0501
-54.9492,-0.0504
-55.0496,-0.051
-55.1499,-0.0517
-55.2505,-0.0522
-55.3512,-0.0528
-55.4519,-0.0534
-55.5523,-0.0539
-55.6526,-0.0544
-55.7528,-0.0549
-55.8535,-0.0555
-55.9537,-0.0561
-56.0544,-0.0566
-56.1549,-0.0571
-56.2552,-0.0576
-56.3559,-0.0582
-56.4562,-0.0588
-56.5566,-0.0593
-56.6574,-0.0599
-56.7577,-0.0604
-56.8579,-0.061
-56.958,-0.0615
-57.058,-0.0621
-57.1586,-0.0626
-57.2593,-0.0631
-57.3594,-0.0636
-57.4595,-0.0641
-57.5597,-0.0646
-57.6604,-0.0651
-57.7605,-0.0657
-57.8609,-0.0663
-57.9614,-0.0669
-58.0617,-0.0675
-58.1617,-0.068
-58.2624,-0.0685
-58.3629,-0.069
-58.4637,-0.0696
-58.5641,-0.0702
-58.6643,-0.0708
-58.7644,-0.0713
-58.8646,-0.0719
-58.9653,-0.0719
-59.0654,-0.0727
-59.1663,-0.0733
-59.2669,-0.0737
-59.3671,-0.0744
-59.4674,-0.0749
-59.5679,-0.0755
-59.6681,-0.076
-59.7689,-0.0765
-59.8692,-0.077
-59.9696,-0.0776
-60.0706,-0.0778
-60.1709,-0.0783
-60.2716,-0.079
-60.3723,-0.0797
-60.4728,-0.0802
-60.5729,-0.0807
-60.6731,-0.0811
-60.7735,-0.0817
-60.8743,-0.0821
-60.9744,-0.0826
-61.0752,-0.0832
-61.176,-0.0836
-61.2765,-0.0843
-61.3771,-0.0847
-61.4772,-0.0852
-61.5777,-0.0858
-61.678,-0.0863
-61.7786,-0.0868
-61.8791,-0.0874
-61.9802,-0.0877
-62.0808,-0.0882
-62.1817,-0.0887
-62.2825,-0.0893
-62.383,-0.0897
-62.4838,-0.0903
-62.5846,-0.0909
-62.6849,-0.0914
-62.7855,-0.0919
-62.8856,-0.0924
-62.9862,-0.0929
-63.0862,-0.0934
-63.1863,-0.094
-63.2867,-0.0946
-63.3868,-0.0949
-63.4879,-0.0955
-63.5885,-0.0958
-63.6891,-0.0963
-63.7892,-0.0969
-63.8894,-0.0975
-63.9899,-0.0979
-64.0906,-0.0983
-64.1912,-0.0982
-64.2921,-0.099
-64.3924,-0.0996
-64.4925,-0.1002
-64.5927,-0.1006
-64.6934,-0.1011
-64.7936,-0.1017
-64.8942,-0.102
-64.9948,-0.1027
-65.0079,-0.1025
