Displacment_0,Force_0,Displacment_1,Force_1,Displacment_2,Force_2
0.0,0.02398780487804963,0.0,-0.0,0.0,0.047792682926830095
0.0359720605355063,0.05168292682926828,0.0359720605355063,0.03132926829268313,0.0359720605355063,0.06497560975609863
0.0719441210710126,0.0844512195121963,0.0719441210710126,0.06007317073170855,0.0719441210710126,0.10563414634146417
0.1079161816065189,0.1154024390243912,0.1079161816065189,0.0964024390243913,0.1079161816065189,0.14820731707317236
0.14388824214202572,0.1501585365853664,0.14388824214202572,0.12776829268292755,0.14388824214202572,0.19207317073170765
0.17986030267753203,0.18298780487804905,0.17986030267753203,0.15582926829268456,0.17986030267753203,0.22346341463414718
0.2158178114086146,0.21931707317073182,0.2158178114086146,0.18846341463414643,0.2158178114086146,0.23465853658536745
0.2518044237485446,0.25171951219512323,0.2518044237485446,0.22292682926829305,0.2518044237485446,0.27735365853658667
0.2877619324796272,0.2870121951219526,0.2877619324796272,0.2639512195121952,0.2877619324796272,0.3171951219512211
0.3237485448195572,0.3214390243902443,0.3237485448195572,0.2896341463414634,0.3237485448195572,0.3584634146341471
0.35970605355064034,0.3555853658536591,0.35970605355064034,0.33562195121951377,0.35970605355064034,0.39589024390243965
0.39569266589057034,0.39156097560975683,0.39569266589057034,0.37187804878048847,0.39569266589057034,0.4129268292682939
0.43165017462165295,0.42334146341463447,0.43165017462165295,0.40275609756097713,0.43165017462165295,0.44548780487804945
0.4676222351571592,0.4514024390243915,0.4676222351571592,0.4325609756097575,0.4676222351571592,0.4785121951219512
0.5036088474970892,0.4799512195121961,0.5036088474970892,0.44487804878048903,0.5036088474970892,0.527207317073172
0.5395663562281718,0.5090243902439032,0.5395663562281718,0.48848780487804894,0.5395663562281718,0.541268292682927
0.5755529685681023,0.5347317073170748,0.5755529685681023,0.5079878048780498,0.5755529685681023,0.5527926829268307
0.611510477299185,0.5649878048780496,0.611510477299185,0.5414024390243914,0.611510477299185,0.5903048780487812
0.6474825378346912,0.5914146341463427,0.6474825378346912,0.575243902439026,0.6474825378346912,0.6249756097560984
0.6834545983701975,0.6221707317073184,0.6834545983701975,0.5900609756097573,0.6834545983701975,0.6484634146341471
0.7194266589057039,0.6481829268292684,0.7194266589057039,0.6265365853658544,0.7194266589057039,0.6736097560975611
0.7553987194412102,0.6740487804878058,0.7553987194412102,0.6515000000000011,0.7553987194412102,0.6957439024390246
0.791370779976717,0.7051707317073183,0.791370779976717,0.6847804878048782,0.791370779976717,0.7383658536585375
0.827357392316647,0.735231707317074,0.827357392316647,0.703048780487805,0.827357392316647,0.7650609756097576
0.8633149010477296,0.760109756097561,0.8633149010477296,0.7338414634146356,0.8633149010477296,0.7920487804878064
0.8992869615832358,0.7885731707317077,0.8992869615832358,0.7658658536585371,0.8992869615832358,0.818536585365854
0.9352590221187422,0.8204512195121967,0.9352590221187422,0.8005121951219512,0.9352590221187422,0.8345121951219516
0.9712310826542485,0.8483658536585377,0.9712310826542485,0.8332926829268308,0.9712310826542485,0.8695365853658539
1.0071885913853311,0.8786219512195125,1.0071885913853311,0.8591707317073181,1.0071885913853311,0.9061097560975622
1.0431752037252615,0.89919512195122,1.0431752037252615,0.8764878048780492,1.0431752037252615,0.9363536585365854
1.0791327124563441,0.9224512195121963,1.0791327124563441,0.9030975609756098,1.0791327124563441,0.9528902439024404
1.1151193247962743,0.9485000000000012,1.1151193247962743,0.917414634146342,1.1151193247962743,0.9707317073170741
1.1510768335273567,0.9769268292682931,1.1510768335273567,0.9424268292682934,1.1510768335273567,0.9991829268292692
1.1870634458672868,0.9992804878048788,1.1870634458672868,0.9786951219512197,1.1870634458672868,1.0273902439024405
1.2230209545983695,1.0232682926829284,1.2230209545983695,0.9949512195121959,1.2230209545983695,1.054731707317074
1.2589930151338762,1.0428292682926839,1.2589930151338762,0.9699756097560976,1.2589930151338762,1.0761951219512207
1.2949796274738061,1.0720731707317086,1.2949796274738061,1.0250731707317082,1.2949796274738061,1.0872926829268297
1.3309371362048887,1.105378048780489,1.3309371362048887,1.0674024390243908,1.3309371362048887,1.119512195121952
1.366923748544819,1.1331951219512204,1.366923748544819,1.105036585365854,1.366923748544819,1.1557682926829267
1.4028812572759015,1.1594634146341476,1.4028812572759015,1.1340853658536596,1.4028812572759015,1.190756097560976
1.4388533178114078,1.1751829268292697,1.4388533178114078,1.1419878048780487,1.4388533178114078,1.214378048780489
1.4748253783469145,1.1994390243902446,1.4748253783469145,1.1606341463414638,1.4748253783469145,1.2232560975609768
1.5107974388824208,1.2330731707317086,1.5107974388824208,1.1917926829268293,1.5107974388824208,1.254268292682928
1.546769499417927,1.2615243902439037,1.546769499417927,1.2251463414634163,1.546769499417927,1.2783902439024404
1.5827415599534334,1.2858414634146351,1.5827415599534334,1.258243902439026,1.5827415599534334,1.3191951219512204
1.618699068684516,1.3076219512195135,1.618699068684516,1.2805000000000004,1.618699068684516,1.336609756097561
1.6546856810244461,1.3293536585365855,1.6546856810244461,1.3041829268292697,1.6546856810244461,1.3560975609756103
1.6906431897555285,1.36039024390244,1.6906431897555285,1.3446463414634144,1.6906431897555285,1.3852560975609771
1.7266298020954591,1.3885975609756112,1.7266298020954591,1.3730609756097565,1.7266298020954591,1.4051341463414644
1.7626018626309654,1.4130853658536602,1.7626018626309654,1.3879634146341475,1.7626018626309654,1.4278658536585367
1.798559371362048,1.431817073170733,1.798559371362048,1.4042682926829269,1.798559371362048,1.4603048780487813
1.834545983701978,1.4549634146341466,1.834545983701978,1.4285000000000003,1.834545983701978,1.4833658536585368
1.8705034924330606,1.485658536585366,1.8705034924330606,1.4756585365853667,1.8705034924330606,1.5041585365853667
1.9064901047729912,1.513378048780488,1.9064901047729912,1.493365853658538,1.9064901047729912,1.5377317073170742
1.9424476135040738,1.5411707317073178,1.9424476135040738,1.5184146341463423,1.9424476135040738,1.5602926829268304
