Rotation_0,Torque_0,Rotation_1,Torque_1,Rotation_2,Torque_2
0.0,3.0003883997928655,0.007252935576007613,-0.01372345934748396,0.0,7.907690315898498
0.0017200888606791432,3.016571724495096,0.008600444303395738,0.40251165199379035,0.0017200888606791432,7.862118073537041
0.0034404950809266877,3.481356809943043,0.010320533164074892,0.8885292594510651,0.0034404950809266877,8.318876229932675
0.005160266582037441,4.06330916623512,0.012040622024754047,1.4615484205075109,0.005160266582037441,8.644355256343866
0.006880672802284985,4.598912480580008,0.013760710885433191,1.9005696530295226,0.006880672802284985,9.1896685655101
0.008600444303395738,5.094381149663385,0.015481117105680734,2.516053858104623,0.008600444303395738,9.740160538581053
0.010320533164074892,5.610435007767996,0.017200888606791486,3.086613153806322,0.010320533164074892,10.215432418436041
0.012040622024754047,6.1607975142413265,0.018921294827039033,3.513723459347486,0.012040622024754047,10.86315380631798
0.013760710885433191,6.62597099948214,0.020641066328149785,4.00491973070948,0.013760710885433191,11.316675297773171
0.015481117105680734,7.175427239772152,0.02236115518882894,4.4955981356810035,0.015481117105680734,11.785991714137765
0.017200888606791486,7.644743656136726,0.024081244049508083,5.017477990678407,0.017200888606791486,12.30217503883998
0.018921294827039033,8.132962195753503,0.025801332910187238,5.44510616261006,0.018921294827039033,12.826773692387375
0.020641066328149785,8.633221128948733,0.02752173913043478,6.077421025375464,0.020641066328149785,13.335836354220612
0.02236115518882894,9.116519937856035,0.029241510631545536,6.367296737441752,0.02236115518882894,13.74702226825479
0.024081244049508083,9.61302433972035,0.0309612821326563,6.998575867426216,0.024081244049508083,14.30463490419472
0.025801332910187238,10.074572760227875,0.03268168835290383,7.397980321077168,0.025801332910187238,14.711677887105136
0.02752173913043478,10.607586742620413,0.0344014598540146,7.988348006214406,0.02752173913043478,15.23096841015019
0.029241510631545536,11.095416882444342,0.03612154871469374,8.327550491973081,0.029241510631545536,15.782496116002083
0.0309612821326563,11.573925427239773,0.03784195493494128,8.95494562402901,0.0309612821326563,16.349430346970493
0.03268168835290383,12.066675297773177,0.03956172643605204,9.521232522009328,0.03268168835290383,16.892542723977222
0.0344014598540146,12.534567581563962,0.04128213265629957,9.709476954945623,0.0344014598540146,16.845028482651472
0.03612154871469374,13.024469186949773,0.04300190415741035,10.204816157431397,0.03612154871469374,17.57276022786121
0.03784195493494128,13.519290523045056,0.04472231037765788,10.733428275504929,0.03784195493494128,18.156784049715185
0.03956172643605204,14.042465044018645,0.04644208187876863,11.141765924391512,0.03956172643605204,18.709218021750395
0.04128213265629957,14.530424650440196,0.048162170739447785,11.624935266701192,0.04128213265629957,19.31654583117556
0.04300190415741035,15.034567581563959,0.04988257695969532,12.187985499741067,0.04300190415741035,19.861341273951325
0.04472231037765788,15.543371310201971,0.051602348460806094,12.589073019161068,0.04472231037765788,20.505567063697576
0.04644208187876863,16.022009321595025,0.05332275468105363,13.108881408596593,0.04644208187876863,21.001553599171423
0.048162170739447785,16.545442775763856,0.05504252618216438,13.559425168306586,0.048162170739447785,21.515406525116532
0.04988257695969532,17.063956499223195,0.05676261504284354,14.112894873122737,0.04988257695969532,22.18591403417919
0.051602348460806094,17.532884515794922,0.05848270390352269,14.552175038839993,0.051602348460806094,22.818358363542217
0.05332275468105363,18.05437597099948,0.060202792764201825,15.076255825996899,0.05332275468105363,23.392154324184357
0.05504252618216438,18.537545313309177,0.06192319898444938,15.604997410668055,0.05504252618216438,24.045960642154334
0.05676261504284354,19.073666494044534,0.06364297048556013,16.052175038839984,0.05676261504284354,24.369627136198872
0.05848270390352269,19.57806835836354,0.06536274198667089,16.634904194717773,0.05848270390352269,25.09580528223718
0.060202792764201825,20.080657690315896,0.06708314820691844,17.08182288969446,0.060202792764201825,25.743397203521496
0.06192319898444938,20.549326773692396,0.0688029197080292,17.479673744174,0.06192319898444938,26.288839979285353
0.06364297048556013,21.094251683065764,0.07052332592827673,18.09360435007769,0.06364297048556013,26.98679440704298
0.06536274198667089,21.62726566545832,0.07224341478895588,18.375453133091664,0.06536274198667089,27.60642154324184
0.06708314820691844,22.13386846193683,0.07396318629006664,18.909761781460386,0.06708314820691844,28.170766442257897
0.0688029197080292,22.617426204039358,0.07568359251031417,19.340756084930085,0.0688029197080292,28.79091144484723
0.07052332592827673,23.22876747799068,0.07740336401142495,19.71802175038841,0.07052332592827673,29.328197824961165
0.07224341478895588,23.736664940445372,0.07912377023167248,20.142542723977225,0.07224341478895588,29.902900051786645
0.07396318629006664,24.294795442775772,0.08084354173278323,20.72190574831693,0.07396318629006664,30.451061626100472
0.07568359251031417,24.850336613153804,0.08256363059346239,21.151216986017616,0.07568359251031417,31.167141377524608
0.07740336401142495,25.372475401346453,0.08428403681370991,21.681253236664936,0.07740336401142495,31.727861211807355
0.07912377023167248,25.96025375453134,0.0860038083148207,22.277317452097364,0.07912377023167248,32.33013982392542
0.08084354173278323,26.453262558259972,0.08772421453506822,22.777576385292594,0.08084354173278323,32.86509580528224
0.08256363059346239,26.995339202485763,0.08944398603617898,23.25220093215951,0.08256363059346239,33.53819264629727
0.08428403681370991,27.48783013982392,0.09116439225642652,23.610046607975143,0.08428403681370991,34.146944588296215
0.0860038083148207,28.080398757120662,0.09288416375753729,24.253236664940456,0.0860038083148207,34.75686172967375
0.08772421453506822,28.635680994303467,0.09460425261821642,24.80994303469705,0.08772421453506822,35.26100466079752
0.08944398603617898,29.2288969445883,0.09632465883846397,25.35836354220612,0.08944398603617898,35.941351631279126
0.09116439225642652,29.65859658208183,0.09804443033957473,25.999093733816686,0.09116439225642652,36.38283272915588
