date and time,Trajectory,Waypoint,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,l0,l1,l2,l3,l4,l5,l6,l7,l8
01-Feb-2024 15:37:53,1,1,-0.0235902277131875,0.00261373581985633,0.239221030473709,-0.0427607081830502,-0.0101914457355936,0.0155244641005993,0.998912497361501,138,140.857142857143,142.714285714286,137,147.857142857143,142.714285714286,128,142.857142857143,140.714285714286
01-Feb-2024 15:37:58,1,2,-0.0179589495062828,0.00502951545640826,0.239250688751539,-0.0402066220839818,-0.0193417126933734,0.0149032574767868,0.998892120520274,133.855660330091,140.796195770271,142.670967909367,132.86316584033,143.737937979425,142.687841791357,121.962898217227,139.355039561728,139.314026681757
01-Feb-2024 15:38:02,1,3,-0.00840064597626527,0.0137507764622569,0.242239159345627,-0.0343901452918847,-0.0365371016164621,0.012928562797606,0.998656578858693,129.711320660183,140.7352486834,142.627650104447,128.72633168066,139.618733101708,142.661397868429,115.925796434453,135.852936266314,137.913767649228
01-Feb-2024 15:38:07,1,4,-0.00188284193476041,0.0192363326748212,0.24661756058534,-0.0337399795651436,-0.049247832596302,0.0102906561767062,0.998163251082102,125.566980990274,140.674301596528,142.584332299528,124.58949752099,135.49952822399,142.6349539455,109.88869465168,132.3508329709,136.513508616699
01-Feb-2024 15:38:11,1,5,0.000441037728645218,0.0184418529272079,0.250920750697454,-0.0341583584745725,-0.0580553958813349,0.00950352121144533,0.997683453559876,121.422641320365,140.613354509657,142.541014494609,120.45266336132,131.380323346272,142.608510022572,103.851592868906,128.848729675485,135.113249584171
01-Feb-2024 15:38:16,1,6,0.00379369002766907,0.0205044067154328,0.256153406699498,-0.0327971046169599,-0.0675687362750371,0.00820867946992318,0.99714161157608,117.278301650456,140.552407422785,142.49769668969,116.31582920165,127.261118468555,142.582066099643,97.8144910861328,125.346626380071,133.712990551642
01-Feb-2024 15:38:20,1,7,0.00658101436371605,0.0223621205737193,0.261054611206055,-0.0328599363565445,-0.0778590773542722,0.00679039200767875,0.996399362881978,113.133961980548,140.491460335914,142.454378884771,112.17899504198,123.141913590837,142.555622176715,91.7773893033593,121.844523084656,132.312731519113
01-Feb-2024 15:38:24,1,8,0.00951017693926891,0.0248337915788094,0.265623873472214,-0.0333900973200798,-0.0870549763242404,0.00548379498844345,0.9956285516421,108.989622310639,140.430513249042,142.411061079852,108.04216088231,119.022708713119,142.529178253786,85.7402875205859,118.342419789242,130.912472486584
01-Feb-2024 15:38:29,1,9,0.0120190622285008,0.0272958990186453,0.270945759614309,-0.0335703211526076,-0.0960060983896256,0.00356045981558661,0.99480809768041,104.84528264073,140.369566162171,142.367743274933,103.90532672264,114.903503835401,142.502734330857,79.7031857378125,114.840316493827,129.512213454055
01-Feb-2024 15:38:33,1,10,0.0143087082232038,0.0279952948292096,0.275942552089691,-0.0332998715341091,-0.10444304694732,0.00239165186261137,0.993970183531443,100.700942970822,140.3086190753,142.324425470014,99.7684925629698,110.784298957684,142.476290407929,73.666083955039,111.338213198413,128.111954421527
01-Feb-2024 15:38:38,1,11,0.0174320725103219,0.0282242249697447,0.280897494157155,-0.0347681167225043,-0.11043382336696,0.00208543868114551,0.993272666136424,96.5566033009128,140.247671988428,142.281107665094,95.6316584032997,106.665094079966,142.449846485,67.6289821722656,107.836109902999,126.711695388998
01-Feb-2024 15:38:42,1,12,0.0199257146567106,0.029994709789753,0.286154661575953,-0.0340985583762328,-0.119791532059511,0.000885137432487682,0.992212172349294,92.4122636310041,140.186724901557,142.237789860175,91.4948242436297,102.545889202248,142.423402562072,61.5918803894921,104.334006607584,125.311436356469
01-Feb-2024 15:38:46,1,13,0.0225125474234422,0.0296975097308556,0.290994554758072,-0.0391656359036764,-0.130766039093335,-0.000616479657279948,0.990639046827952,88.2679239610953,140.125777814685,142.194472055256,87.3579900839597,98.4266843245308,142.396958639143,55.5547786067187,100.83190331217,123.91117732394
01-Feb-2024 15:38:51,1,14,0.0254966593037049,0.033103617032369,0.294346501429876,-0.0324547939002514,-0.137502112984657,-0.00156462430022657,0.989968248208364,87.8413396858543,135.145039152235,140.408640302835,84.8757358209486,97.1542689996947,135.348442241905,53.6829678202319,99.4649457605468,122.742497406823
01-Feb-2024 15:38:55,1,15,0.026982011149327,0.0369086446861426,0.296433951457342,-0.0224617555737495,-0.139234334230423,-0.00239913098824521,0.990001662572225,87.4147554106133,130.164300489785,138.622808550413,82.3934815579375,95.8818536748586,128.299925844666,51.8111570337451,98.0979882089238,121.573817489705
01-Feb-2024 15:39:00,1,16,0.0280461043119431,0.0403148874640465,0.298481317361196,-0.014392545633018,-0.144304739435514,-0.00279984769100944,0.989424630006154,86.9881711353722,125.183561827336,136.836976797992,79.9112272949264,94.6094383500225,121.251409447428,49.9393462472583,96.7310306573008,120.405137572588
01-Feb-2024 15:39:05,1,17,0.0291546373317639,0.0442117417852084,0.300397372245789,-0.00663825599476695,-0.146702162424723,-0.00318178323407968,0.989153043429057,86.5615868601312,120.202823164886,135.05114504557,77.4289730319153,93.3370230251864,114.202893050189,48.0675354607715,95.3640731056778,119.23645765547
01-Feb-2024 15:39:10,1,18,0.0269664221753677,0.0514629463354747,0.302702786525091,0.00770571666459242,-0.146628051996231,-0.0033689654742678,0.989155924320221,86.1350025848901,115.222084502436,133.265313293149,74.9467187689042,92.0646077003503,107.154376652951,46.1957246742847,93.9971155540548,118.067777738353
