Name,Material Type,Bend,Twist,Bend Moment (Nmm),Twist Moment (Nmm),Scale Factor
D56,Neoprene Rubber,0.000132157297525,0.000123113557917,2.12264150943e-09,2.12264150943e-08,1
D56,"Plastic, PET (amorphous)",0.0189696581382,0.0273579541971,0.00205188679245,0.0205188679245,1
D56,"Aluminum alloy, wrought, 6061, T6",0.117051433086,0.0309163676953,0.048820754717,0.48820754717,1
D56,"Carbon steel, 1095, hardened & tempered",0.169450896831,0.0309402700224,0.15,1.5,1
