date and time,Trajectory,Waypoint,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,l0,l1,l2,l3,l4,l5,l6,l7,l8
15-Feb-2024 22:41:38,1,1,-0.0266223002225161,0.0132886468743285,0.252308408419291,0.0351753460864226,-0.00404887814074755,0.710280454158783,0.70302775700887,-4.35,-5.92500000000001,-5.70000000000001,-4.42500000000001,-5.85000000000001,-6.60000000000001,-4.275,-9.075,-1.8
15-Feb-2024 22:41:45,1,2,-0.0207460805773735,0.00430301139131188,0.254785134394964,0.0113468394925197,-0.00940744957576195,0.710574634869893,0.70346747636795,-7.12632970325505,-8.73720183321923,-6.00675353035401,-2.59416761431685,-3.46654829594061,-3.93392897756437,-9.12218087031273,-5.53123921658477,-1.11877036471879
15-Feb-2024 22:42:14,1,3,-0.0163461898763975,-0.0063747925683856,0.258445517222087,-0.0138799499099453,-0.000802596200567981,0.710240224997203,0.703822104136149,-12.6326594065101,-12.0144036664384,-9.97350706070802,-4.3783352286337,-5.91309659188122,-8.87285795512873,-15.0643617406255,-13.6724784331695,-1.57754072943759
15-Feb-2024 22:42:21,1,4,-0.00872607907901208,-0.0159858719756206,0.261734718084335,-0.0412618647019068,-0.00677874553948641,0.709912848472595,0.703047164281209,-15.7089891097651,-16.5366054996577,-10.640260591062,-2.51750284295054,-3.46964488782182,-5.27678693269309,-20.8415426109382,-8.3587176497543,-1.01631109415638
15-Feb-2024 22:42:52,1,5,-0.00182751681810866,-0.0292652557293574,0.267642072836558,-0.0755225544174512,-0.0107922124986847,0.709742208321889,0.700318439801534,-20.6153188130202,-23.4288073328769,-14.997014121416,-3.73167045726739,-8.37619318376242,-11.8207159102574,-27.9537234812509,-18.569956866339,-1.65508145887517
15-Feb-2024 22:42:59,1,6,0.00266829157869021,-0.0396231397986412,0.271519472201665,-0.100397643943628,-0.015641891459624,0.710022775332133,0.696809403101603,-24.1116485162752,-27.5310091660961,-15.72376765177,-2.08083807158423,-4.91274147970303,-7.0246448878218,-33.8209043515636,-11.3661960829238,-1.09385182359396
15-Feb-2024 22:43:36,1,7,0.0110621211429437,-0.050941743204991,0.278617950280507,-0.131342130899429,-0.00974122279634078,0.709125073750814,0.692673103014628,-29.1229782195303,-33.1932109993153,-18.7455211821241,-3.38500568590108,-10.2392897756436,-15.2935738653861,-41.2180852218764,-24.2924352995085,-13.0576221883127
15-Feb-2024 22:43:44,1,8,0.015048783707122,-0.0630575641989708,0.284458573659261,-0.160451782743136,-0.0115204860766729,0.709811953703562,0.68577655951182,-32.8293079227853,-37.5354128325346,-20.0422747124781,-1.82417330021793,-5.99583807158422,-9.0875028429505,-47.0252660921891,-14.8686745160933,-7.96639255303153
15-Feb-2024 22:44:24,1,9,0.0223716439058383,-0.0750044013063113,0.292098106940587,-0.190846340854963,-0.0147513842210174,0.709166045983632,0.67855996688207,-37.4056376260404,-43.2576146657538,-24.7440282428321,-3.18834091453477,-12.0273863675248,-17.3414318205148,-54.4074469625018,-27.989913732678,-16.7351629177503
15-Feb-2024 22:44:31,1,10,0.00500477201615771,-0.0726249943176905,0.290470935901006,-0.170648655295372,0.0133853334312638,0.710020065307617,0.683060316244761,-41.5142485896999,-40.332655726116,-22.0903186898596,-5.34362526854972,-11.3150928935427,-12.5090550003702,-48.5305457931101,-17.5846373647144,-10.4912946506148
15-Feb-2024 22:45:11,1,11,-0.00422813097635905,-0.0648427714904149,0.289434965451558,-0.145486410458883,0.0465727830926577,0.705215283234914,0.692341061433156,-46.6428595533594,-41.0976967864782,-23.8766091368871,-8.86390962256465,-16.5277994195606,-19.9916781802255,-46.7636446237184,-28.0443609967506,-16.9374263834794
15-Feb-2024 22:45:18,1,12,-0.0217431508004665,-0.060169805586338,0.288603460788727,-0.118345999717712,0.0758512665828069,0.704794069131215,0.695346073309581,-50.7514705170189,-37.2727378468405,-20.7428995839146,-11.6491939765796,-17.4055059455784,-15.8493013600808,-39.8667434543267,-18.029084628787,-10.8735581163439
15-Feb-2024 22:45:58,1,13,-0.0341849965353807,-0.053104625393947,0.289501456419627,-0.0834822038809458,0.119832308590412,0.698359898726145,0.700688544909159,-57.6050814806784,-36.3127789072027,-22.4091900309421,-16.3394783305945,-22.8282124715963,-21.9669245399362,-36.419842284935,-28.6238082608232,-17.5896898492084
15-Feb-2024 22:46:05,1,14,-0.0537703511615594,-0.0474803909659386,0.290574548641841,-0.0535171416898568,0.147080175081889,0.698490945498149,0.698293471336365,-61.0236924443379,-32.6378199675649,-19.0354804779696,-19.0347626846095,-24.5759189976142,-18.7845477197915,-29.5829411155433,-18.7885318928596,-11.525821582073
15-Feb-2024 22:46:43,1,15,-0.0696253408988317,-0.0454047972957293,0.294494469960531,-0.022420335188508,0.182597781221072,0.69201070467631,0.698051993052165,-65.9423034079974,-35.4278610279271,-22.8167709249971,-23.2900470386244,-27.328625523632,-25.0671708996468,-26.3760399461516,-26.2782555248959,-17.1919533149375
15-Feb-2024 22:46:50,1,16,-0.0867196430762609,-0.0304357902457317,0.29452977180481,0.013613602767388,0.177406825621923,0.695015096664429,0.696631574630737,-63.0950886551627,-36.9001641507434,-21.603932427628,-28.4180936197286,-32.0513303850128,-22.95953327156,-21.3806816645132,-16.6883549371233,-10.868012962274
15-Feb-2024 22:47:24,1,17,-0.100206250449022,-0.013200280132393,0.296098812421163,0.0604890669385592,0.171496832370758,0.694580777486165,0.696051363150279,-62.902873902328,-39.1824672735597,-24.3510939302589,-35.3911402008327,-38.7990352463936,-28.6968956434731,-19.9103233828748,-21.1984543493507,-17.0090726096104
15-Feb-2024 22:47:31,1,18,-0.121204741795858,0.00226793587207794,0.299732500314713,0.101407359043757,0.159244590997696,0.695266735553741,0.693514172236125,-59.6656591494933,-42.634770396376,-24.2182554328898,-40.4291867819368,-43.4317401077744,-27.3392580153863,-14.9449651012364,-13.1685537615781,-10.4751322569469
15-Feb-2024 22:48:04,1,19,-0.137728597720464,0.0114561401928465,0.305162199338277,0.146205708384514,0.157248349984487,0.689170177777608,0.692055892944336,-59.7884443966587,-47.4370735191923,-28.8104169355206,-46.892233363041,-49.0694449691552,-32.7766203872994,-13.144606819598,-17.6186531738055,-16.1511919042833
15-Feb-2024 22:48:11,1,20,-0.15755877494812,0.0225361852596203,0.31104304989179,0.185845944285393,0.151200558741887,0.682739476362864,0.690265540281932,-56.191229643824,-51.0693766420086,-28.5875784381515,-52.0802799441451,-54.0921498305361,-31.9889827592126,-8.32924853795957,-10.5487525860329,-9.67725155161972
15-Feb-2024 22:48:40,1,21,-0.168743915359179,0.038018390784661,0.318046061197917,0.213731643557549,0.120926388601462,0.679989838600159,0.690875868002574,-55.0990148909893,-56.3666797648249,-34.9947399407824,-59.1433265252493,-60.8398546919169,-39.5563451311257,-5.17889025632117,-15.0888519982603,-2.01831119895619
15-Feb-2024 22:48:47,1,22,-0.179642955462138,0.052061128616333,0.324992821613948,0.249089297652245,0.109688225885232,0.669869383176168,0.690795234839122,-51.7718001381546,-59.9089828876412,-33.9919014434133,-64.1813731063534,-65.6525595532977,-38.2587075030388,-0.993531974682775,-8.55895141048766,-0.914370846292617
15-Feb-2024 22:49:22,1,23,-0.174562632044156,0.0661136214931806,0.330475391944249,0.283585490783056,0.0800843343138695,0.659873652458191,0.691182021299998,-51.5306508380225,-62.0523665790865,-35.9230106112584,-73.6762333838625,-67.7921780048057,-41.5304340509153,-11.2351293455359,-16.0431246317121,-18.5058747790272
15-Feb-2024 22:49:29,1,24,-0.173977350195249,0.0824248696366946,0.337080717086792,0.320312267541885,0.0624317559103171,0.651093566417694,0.68525873819987,-48.3345015378904,-56.2757502705317,-31.4041197791034,-81.2660936613716,-68.4167964563138,-39.1171605987918,-12.146726716389,-12.9072978529366,-13.0723787117619
15-Feb-2024 22:50:01,1,25,-0.162641824285189,0.105212002495925,0.343221573034922,0.355477062861125,0.0259817913174629,0.642215967178345,0.678616011142731,-45.5583522377584,-54.6691339619769,-32.5702289469485,-89.7409539388808,-70.5264149078218,-41.1738871466682,-14.213324087242,-21.006471074161,-23.0138826444965
15-Feb-2024 22:50:08,1,26,-0.155599431196849,0.121187914411227,0.348650300502777,0.377478643258413,0.00574368343998989,0.638407631715139,0.670755259195964,-43.3222029376263,-49.3125176534221,-28.3213381147935,-97.7208142163899,-71.1810333593299,-39.6606136945447,-17.1349214580951,-17.8406442953854,-16.9503865772312
15-Feb-2024 22:50:42,1,27,-0.143915964166323,0.136566336949666,0.358220074574153,0.408428760369619,-0.0234553022931019,0.630716061592102,0.659418710072835,-44.0860536374942,-48.8609013448673,-31.3924472826385,-107.230674493899,-72.6606518108379,-43.5923402424212,-21.4665188289482,-29.0448175166098,-26.4718905099659
15-Feb-2024 22:50:50,1,28,-0.137529130776723,0.15472573141257,0.367648766438166,0.433606469631195,-0.0518935317794482,0.625633891423543,0.646432328224182,-41.0099043373622,-43.2942850363125,-26.5435564504836,-115.030534771408,-73.585270262346,-41.8690667902977,-24.6881161998013,-24.6189907378343,-20.1983944427006
15-Feb-2024 22:51:28,1,29,-0.132452619075775,0.155575633049011,0.369403129816055,0.43076971968015,-0.0569754580656687,0.62754586537679,0.646047512690226,-43.5915702581215,-44.1184102173052,-31.16063447334,-116.861299239524,-77.7142202728335,-44.3210572279015,-26.7909692750148,-34.6569355354873,-29.1673822738871
15-Feb-2024 22:51:35,1,30,-0.13195029993852,0.16310850083828,0.370677175124486,0.433037900924683,-0.0564227310319742,0.631382322311401,0.640820626417796,-43.6982361788809,-31.8475353982981,-21.6177124961965,-116.517063707639,-79.203170283321,-43.1130476655053,-25.5488223502283,-30.8498803331404,-22.7613701050737
15-Feb-2024 22:52:19,1,31,-0.134631834427516,0.16116071442763,0.372622162103653,0.430701021353404,-0.0575165547430515,0.628580514589945,0.645038791497548,-44.8249020996402,-44.1916605792907,-32.0247905190528,-118.182828175754,-82.2371202938084,-47.1100381031091,-28.4616754254419,-35.4428251307935,-30.0503579362603
15-Feb-2024 22:52:27,1,32,-0.133962953090668,0.169237187504768,0.374274937311808,0.432123645146688,-0.0558164601524671,0.633445048332214,0.639453717072805,-45.5315680203996,-25.8907857602836,-18.9418685419094,-117.77859264387,-83.8760703042959,-45.5720285407129,-26.5895285006554,-33.7957699284465,-24.3343457674469
15-Feb-2024 22:53:17,1,33,-0.141558317343394,0.163817289471626,0.376854062080383,0.436873632669449,-0.0474108929435412,0.62758979399999,0.642670015494029,-47.6332339411589,-44.6399109412767,-34.0889465647657,-119.954357111985,-87.5850203147834,-48.6240189783167,-28.3323815758689,-36.2287147260996,-31.0083335986334
15-Feb-2024 22:53:25,1,34,-0.129389491677284,0.160497131943703,0.367529322703679,0.399617012341817,-0.0464355334639549,0.64375536441803,0.650944745540619,-49.2061492193476,-28.5224628411288,-21.4964777046771,-112.00867993149,-86.726245673277,-46.4358868475487,-33.188841999754,-31.3605383433823,-23.5905005972601
15-Feb-2024 22:54:17,1,35,-0.116225818792979,0.145853812495867,0.355655435721079,0.339559179544449,-0.0454141197105249,0.657642873128255,0.670926972230275,-51.4840644975362,-42.615014740981,-32.3490088445884,-107.498002750995,-90.9224710317707,-48.2527547167807,-39.3803024236391,-38.327361960665,-32.1176675958866
15-Feb-2024 22:54:24,1,36,-0.100738141437372,0.143140868345896,0.348812625805537,0.298334842920303,-0.0526176042854786,0.667822551727295,0.679882884025574,-53.3269797757249,-27.9975666408332,-20.8665399844998,-99.1623255704996,-88.8336963902643,-46.3346225860128,-45.1667628475242,-30.7891855779478,-23.4098345945132
15-Feb-2024 22:55:18,1,37,-0.0870150774717331,0.126149248083433,0.33991491595904,0.230024275183678,-0.0482540220022202,0.677770320574443,0.696697771549225,-56.5348950539135,-41.9401185406853,-32.634071124411,-93.3166483900044,-92.3849217487579,-48.7064904552448,-52.1532232714093,-42.1510091952305,-32.4020015931398
15-Feb-2024 22:55:25,1,38,-0.0741117864847183,0.120367263257504,0.334778922796249,0.177872215708097,-0.05176682472229,0.684561721483866,0.705022617181142,-58.1678103321022,-28.2826704405376,-21.4516022643224,-85.2809712095093,-89.8161471072516,-46.7283583244769,-58.1796836952944,-31.2528328125132,-22.7341685917664
15-Feb-2024 22:56:22,1,39,-0.0601828848322233,0.104423515001933,0.330230247974396,0.120301882922649,-0.0538584222396215,0.687099671363831,0.714507393042247,-60.7607256102908,-42.7652223403897,-33.2191334042337,-80.2602940290141,-92.4973724657452,-49.3852261937089,-67.0261441191795,-44.0246564297959,-33.361335590393
15-Feb-2024 22:56:29,1,40,-0.047186711927255,0.0968678091963132,0.327383198340734,0.0617144828041395,-0.0548581677178542,0.689096657435099,0.7199498295784,-62.5136408884795,-29.467774240242,-22.2166645441451,-72.074616848519,-89.9885978242389,-47.2570940629409,-72.4526045430646,-30.5464800470787,-22.4635025890196
15-Feb-2024 22:57:27,1,41,-0.0440477301677068,0.104536007344723,0.331337531407674,0.0854528938730558,-0.078601465622584,0.685078287124634,0.719157425562541,-60.6977988291591,-42.3050752939318,-32.9621085857017,-78.9333773254605,-94.6162302421362,-48.5802037866013,-74.4901719142956,-45.3010297549682,-35.997570957676
15-Feb-2024 22:57:34,1,42,-0.045627623796463,0.124682522813479,0.336713500817617,0.119864851733049,-0.103789679209391,0.679643368721008,0.716201782226562,-54.7119567698386,-31.3373763476218,-22.8725526272585,-85.687137802402,-94.5938626600336,-48.1783135102617,-72.2227392855265,-29.8005794628579,-23.0266393263326
15-Feb-2024 22:58:32,1,43,-0.046093775331974,0.139325127998988,0.343564782540003,0.158555673559507,-0.138113443056742,0.670549742380778,0.711440702279409,-51.0961147105182,-42.2846774013117,-32.5379966688151,-92.5608982793435,-98.1414950779309,-48.2414232339221,-72.6703066567575,-46.8801291707476,-37.160707694989
15-Feb-2024 22:58:39,1,44,-0.0479001559317112,0.161815817157427,0.352728895346324,0.192860984802246,-0.170272128780683,0.659864779313405,0.705967799822489,-45.2902726511977,-32.8469784550017,-23.2584407103719,-99.794658756285,-98.6591274958283,-48.8295329575825,-70.7328740279885,-29.0996788786372,-22.7797760636456
15-Feb-2024 22:59:37,1,45,-0.0546059139072895,0.175895742575328,0.363481936852137,0.247057870030403,-0.196228489279747,0.644782288869222,0.696213062604268,-42.2444305918773,-40.5392795086916,-33.6138847519285,-108.063419233227,-102.266759913726,-50.3026426812429,-71.5254413992195,-46.9592285865269,-36.8988444323021
15-Feb-2024 22:59:45,1,46,-0.0554210638006528,0.199616159995397,0.375946766138077,0.280979086955388,-0.226994102199872,0.631475635369619,0.686121694246928,-36.3185885325568,-33.3215805623816,-24.5443287934853,-115.027179710168,-103.084392331623,-50.9207524049033,-69.6480087704505,-27.4987782944164,-21.6779128009587
16-Feb-2024 04:25:08,1,47,-0.0646682098507881,0.204606132706006,0.385252636671066,0.323579726616542,-0.247269661227862,0.612090762456258,0.677863411108653,-33.4677464732364,-39.7688816160716,-33.6397728350419,-123.79094018711,-106.61702474952,-52.3638621285637,-5216140.31240295,-936253.963129665,-38.0619811696153
16-Feb-2024 04:25:15,1,48,-0.0646686976154645,0.204604164759318,0.385253298282623,0.323567414283752,-0.247276455163956,0.612096889813741,0.67786127726237,-27.391904413916,-34.3811826697616,-25.2002168765987,-130.394700664051,-107.644657167418,-53.0119718522241,-3129710.5222396,-561750.052758708,-21.4310495382718
