date and time,Trajectory,Waypoint,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,l0,l1,l2,l3,l4,l5,l6,l7,l8
03-Feb-2024 14:23:08,1,1,-0.0208006997903188,-0.00605276376008987,0.243549217780431,-0.00774288441364964,0.0172547021259864,0.00828647774954637,0.999786182244619,0,0,0,0,0,0,0,0,0
03-Feb-2024 14:23:13,1,2,-0.023404007529219,-0.0115404434502125,0.24375879863898,-0.00724774605284135,0.0218652859330177,0.00821123172839483,0.999700041611989,-2.8562571293645,-5.96907981105213,-2.73522410107613,-6.40647506449313,2.49327677413854,1.49596606448312,-3.20026289003278,-1.5574847861966,-0.529439768217193
03-Feb-2024 14:23:17,1,3,-0.0281751895944277,-0.0111318092172345,0.247604915499687,0.0034215871244669,0.0182829101880391,0.0091680021956563,0.999784553050995,-5.712514258729,-11.9381596221042,-5.47044820215225,-12.8129501289863,4.98655354827707,2.99193212896624,-6.40052578006555,-3.1149695723932,-1.05887953643439
03-Feb-2024 14:23:22,1,4,-0.0350982740521431,-0.0114833453049262,0.251653351386388,0.0145384375626842,0.0228935893625021,0.00915099394818147,0.999590027332306,-8.5687713880935,-17.9072394331564,-8.20567230322837,-19.2194251934794,7.4798303224156,4.48789819344936,-9.60078867009833,-4.67245435858981,-1.58831930465158
03-Feb-2024 14:23:26,1,5,-0.0421969600021839,-0.0110659418006738,0.256013852357864,0.0259566325694323,0.0322516076266766,0.00794572168961167,0.999110678831736,-11.425028517458,-23.8763192442085,-10.9408964043045,-25.6259002579725,9.97310709655414,5.98386425793248,-12.8010515601311,-6.22993914478641,-2.11775907286877
03-Feb-2024 14:23:31,1,6,-0.0463600712517897,-0.0111760466049115,0.26069016456604,0.0381040645142396,0.0355069160461426,0.00624620715777079,0.998623164494832,-14.2812856468225,-29.8453990552606,-13.6761205053806,-32.0323753224656,12.4663838706927,7.4798303224156,-16.0013144501639,-7.78742393098301,-2.64719884108596
03-Feb-2024 14:23:35,1,7,-0.0518580752114455,-0.00865333639085293,0.265594939390818,0.0520132305721442,0.0392236329615116,0.00517171990747253,0.997862001260122,-17.137542776187,-35.8144788663127,-16.4113446064567,-38.4388503869588,14.9596606448312,8.97579638689872,-19.2015773401967,-9.34490871717961,-3.17663860930316
03-Feb-2024 14:23:40,1,8,-0.0491332568228245,-0.0230973909298579,0.268943194548289,0.0384318292140961,0.0343159740169843,0.00621722511326273,0.99865228732427,-21.6451922021674,-41.3923043093872,-19.2501466116362,-36.0745937160906,14.4607678084089,8.67646068504533,-24.0348570860502,-10.4782750414457,-3.79321105507845
03-Feb-2024 14:23:44,1,9,-0.0435436387856801,-0.0464216912786166,0.272023276487986,0.00676227550332745,0.0153221943726142,0.010250196668009,0.999806650479635,-26.1528416281478,-46.9701297524617,-22.0889486168157,-33.7103370452224,13.9618749719866,8.37712498319193,-28.8681368319037,-11.6116413657119,-4.40978350085375
03-Feb-2024 14:23:48,1,10,-0.0397396569450696,-0.0642297650376956,0.27577277024587,-0.024493574226896,-0.00210214601053546,0.0140995586290956,0.999597855408986,-30.6604910541282,-52.5479551955362,-24.9277506219952,-31.3460803743542,13.4629821355642,8.07778928133854,-33.7014165777573,-12.745007689978,-5.02635594662905
03-Feb-2024 14:23:53,1,11,-0.0364706960817178,-0.0833912402391434,0.281079908212026,-0.0553154369195302,-0.0195574642469486,0.0193737421184778,0.998089019457499,-35.1681404801085,-58.1257806386107,-27.7665526271747,-28.9818237034861,12.9640892991419,7.77845357948514,-38.5346963236108,-13.8783740142441,-5.64292839240435
