date and time,Repeat num,Test num,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg
29-Jan-2024 11:20:25,1,1,-0.151156623164813,0.110152295231819,0.313660844167074,0.151276758313179,0.226540091633797,0.0296523490299781,0.961725346247355
29-Jan-2024 11:20:32,1,2,-0.143924690286318,0.146515002846718,0.322382998466492,0.190315795938174,0.190048522750537,0.0294263068586588,0.962702210744222
29-Jan-2024 11:20:39,1,3,-0.133171264330546,0.118555308381716,0.323470971981684,0.133734332521756,0.199008140961329,0.0348724807302157,0.970203495025635
29-Jan-2024 11:20:45,1,4,-0.1292233000199,0.089924389620622,0.328007789452871,0.111824817458789,0.226596279939016,0.0340943177541097,0.966947170098623
29-Jan-2024 11:20:51,1,5,-0.130402847131093,0.117533667385578,0.332514890034994,0.141005542874336,0.223011057575544,0.039336084574461,0.963761480649312
29-Jan-2024 11:20:58,1,6,-0.108906154334545,0.102541621526082,0.323940227429072,0.17651102244854,0.210511334737142,0.0293780580163002,0.961075337727865
29-Jan-2024 11:21:04,1,7,-0.0794429068764051,0.110816943645477,0.319242397944133,0.168421806891759,0.143797644972801,0.028414406751593,0.974755851427714
29-Jan-2024 11:21:11,1,8,-0.0749179815252622,0.068116815884908,0.299963877598445,0.0583070412278175,0.119789121051629,0.0239776238799095,0.99079563220342
29-Jan-2024 11:21:17,1,9,-0.0899449527263641,0.0590391596158346,0.29896128376325,0.0389327916006247,0.146866319576899,0.0271546299258868,0.988016736507416
29-Jan-2024 11:21:23,1,10,-0.0833645229538282,0.06910473604997,0.295204645395279,0.0652253324786822,0.116822601854801,0.020330536365509,0.990800102551778
29-Jan-2024 11:21:30,1,11,-0.0835129032532374,0.0640180190404256,0.301813497145971,0.111546805500984,0.145845375458399,0.0192937397708495,0.982809313138326
29-Jan-2024 11:21:36,1,12,-0.0252582718928655,0.0753430391351382,0.288208248217901,0.112249535818895,0.00983564350754023,0.0165343301991622,0.993493819236755
29-Jan-2024 11:21:43,1,13,-0.00731575849155585,0.049068895727396,0.280468505620956,0.0460517416397731,-0.0619499991337458,0.00816907255599896,0.996982642014821
29-Jan-2024 11:21:49,1,14,0.014477819763124,0.0196747786055009,0.282241360346476,0.0190182256201903,-0.121215891341368,0.00869162182013194,0.992405422528585
29-Jan-2024 11:21:55,1,15,0.0386197924613953,0.0293510937442382,0.280721974372864,0.0109122677395741,-0.127728545665741,0.0114938367779056,0.991682553291321
29-Jan-2024 11:22:01,1,16,0.0439259864389896,0.0211159976820151,0.274243525664012,-0.0157191943377256,-0.111941922207673,0.0141957342624664,0.99348882039388
29-Jan-2024 11:22:07,1,17,0.0601847372949123,0.0386505822340647,0.279092210531235,0.0133786889413993,-0.189922128121058,0.00690325389926632,0.981683746973674
29-Jan-2024 11:22:13,1,18,0.0909759814540545,0.00198989781395843,0.286107164621353,-0.0347371689975262,-0.246454122662544,0.0128279540687799,0.968446791172028
29-Jan-2024 11:22:20,1,19,0.0513612816731135,-0.0263051672528187,0.285399220387141,-0.0622575633227825,-0.223994880914688,0.0211876977235079,0.972368963559469
29-Jan-2024 11:22:26,1,20,0.0292123652994633,-0.0381493034462134,0.290051265557607,-0.0605511754751205,-0.191085373361905,0.0237197233984868,0.979416557153066
29-Jan-2024 11:22:32,1,21,0.0122359454010924,-0.0168269543598096,0.28124062816302,-0.0455504929025968,-0.111883554359277,0.0214470552901427,0.992445091406504
29-Jan-2024 11:22:39,1,22,0.0393489974240462,0.0289498388767242,0.276900700728099,0.0417852451403936,-0.115969741344452,0.0207437019795179,0.992156628767649
29-Jan-2024 11:22:46,1,23,0.0470590939124425,0.0630631739894549,0.298572395245234,0.106475839515527,-0.188959230979284,0.0101500122497479,0.976142533620199
29-Jan-2024 11:22:54,1,24,0.0776140481233597,0.0357368300358454,0.296562923987707,0.0714411035180092,-0.174841989080111,0.0322756603360176,0.981470723946889
29-Jan-2024 11:23:01,1,25,0.133462612827619,0.0421139890948931,0.32235295176506,0.0670456757148107,-0.303954331080119,0.0250215063492457,0.949995009104411
29-Jan-2024 11:23:08,1,26,0.173128765821457,-0.00171196712180972,0.319489681720734,-0.0310071480770906,-0.327476437886556,0.0164805823316177,0.944206543763479
29-Jan-2024 11:23:15,1,27,0.125736792882284,-0.0270567648112774,0.310678221782049,-0.0992394427458445,-0.347001026074092,0.0107543190941215,0.932537488142649
29-Jan-2024 11:23:21,1,28,0.0933550909161568,-0.0152674645185471,0.308155898253123,-0.0725384945670764,-0.319002374013265,0.0114438666030765,0.944904601573944
29-Jan-2024 11:23:28,1,29,0.0911302049954732,0.0286192006121079,0.315952920913696,0.0149394376824299,-0.30284769932429,0.00378395565785468,0.952914385000865
29-Jan-2024 11:23:35,1,30,0.0935395081837972,0.0418242534001668,0.308717491229375,0.0280370010683934,-0.257767597834269,0.00464594488342603,0.965788912773132
29-Jan-2024 11:23:41,1,31,0.118668379882971,0.059737357745568,0.313907863696416,0.0669059619307518,-0.295585348208745,0.00409925313045581,0.952961754798889
29-Jan-2024 11:23:47,1,32,0.0645312607288361,0.0333860752483209,0.295886588096619,0.0309119130174319,-0.217465284466743,0.00900866445153952,0.975536811351776
29-Jan-2024 11:23:54,1,33,0.0320400262872378,0.0144499721626441,0.283371812105179,-0.0476239422957102,-0.112679287294547,0.0144363727420568,0.992384382088979
