Rotation,Torque
8.9447,0.0049
9.0449,0.005
9.145,0.005
9.2451,0.005
9.3452,0.0051
9.4454,0.0052
9.5458,0.0051
9.6459,0.0052
9.7462,0.0052
9.8467,0.0052
9.9468,0.0053
10.0471,0.0054
10.1472,0.0055
10.2473,0.0055
10.3474,0.0055
10.4475,0.0056
10.5476,0.0057
10.6479,0.0057
10.7484,0.0058
10.8487,0.0059
10.9488,0.0059
11.0493,0.006
11.1497,0.006
11.2499,0.006
11.3503,0.006
11.4505,0.0061
11.5509,0.0061
11.6512,0.0062
11.7515,0.0062
11.852,0.0062
11.9523,0.0063
12.0526,0.0063
12.1529,0.0064
12.2534,0.0064
12.3538,0.0065
12.454,0.0065
12.5543,0.0065
12.6545,0.0065
12.7548,0.0065
12.8549,0.0065
12.9553,0.0066
13.0555,0.0066
13.1557,0.0067
13.2558,0.0067
13.356,0.0068
13.4564,0.0068
13.5566,0.0068
13.6568,0.0069
13.757,0.0069
13.8571,0.007
13.9572,0.0071
14.0573,0.0071
14.1575,0.0072
14.2575,0.0073
14.3579,0.0074
14.4583,0.0074
14.5587,0.0075
14.659,0.0076
14.7592,0.0076
14.8597,0.0077
14.9598,0.0077
15.0599,0.0077
15.1602,0.0077
15.2605,0.0078
15.3608,0.0079
15.4613,0.0079
15.5615,0.008
15.6616,0.008
15.7619,0.008
15.8619,0.0081
15.9624,0.0082
16.0628,0.0082
16.1629,0.0082
16.2631,0.0083
16.3635,0.0084
16.4635,0.0084
16.5637,0.0085
16.6641,0.0086
16.7643,0.0086
16.8646,0.0086
16.9648,0.0087
17.065,0.0087
17.1652,0.0089
17.2653,0.009
17.3653,0.0091
17.4656,0.0089
17.5659,0.0091
17.6663,0.0092
17.7668,0.0093
17.8672,0.0094
17.9672,0.0095
18.0676,0.0096
18.1677,0.0098
18.268,0.0099
18.3683,0.01
18.4686,0.0102
18.5691,0.0103
18.6692,0.0103
18.7695,0.0104
18.8696,0.0104
18.9701,0.0104
19.0703,0.0105
19.1707,0.0106
19.2709,0.0107
19.3713,0.0107
19.4716,0.0108
19.572,0.0109
19.6723,0.011
19.7728,0.0111
19.8732,0.0112
19.9734,0.0113
20.0025,0.0112
0.2484,-0.0007
0.3491,-0.0007
0.4492,-0.0006
0.5493,-0.0006
0.6498,-0.0006
0.7502,-0.0006
0.8503,-0.0006
0.9507,-0.0004
1.0509,0.0001
1.1513,0.0005
1.2515,0.0008
1.3519,0.0011
1.4522,0.0013
1.5523,0.0014
1.6527,0.0016
1.7527,0.0017
1.8528,0.0018
1.9529,0.0019
2.053,0.002
2.1531,0.0021
2.2535,0.0022
2.3536,0.0022
2.4538,0.0023
2.5542,0.0023
2.6546,0.0024
2.755,0.0024
2.8553,0.0025
2.9557,0.0025
3.056,0.0025
3.1561,0.0025
3.2561,0.0026
3.3564,0.0026
3.4566,0.0027
3.557,0.0027
3.6572,0.0027
3.7574,0.0028
3.8575,0.0028
3.9578,0.0029
4.0581,0.0029
4.1585,0.0029
4.2586,0.0029
4.3587,0.003
4.4588,0.0031
4.5589,0.0031
4.6593,0.0031
4.7597,0.0032
4.8597,0.0032
4.9597,0.0033
5.0602,0.0034
5.1604,0.0034
5.2606,0.0035
5.3608,0.0035
5.4611,0.0036
5.5612,0.0036
5.6614,0.0037
5.7618,0.0037
5.8618,0.0038
5.962,0.0038
6.0624,0.0039
6.1625,0.0039
6.2628,0.0039
6.3631,0.004
6.4634,0.004
6.5637,0.0041
6.6638,0.0041
6.7642,0.0041
6.8643,0.0042
6.9645,0.0043
7.0648,0.0042
7.1649,0.0042
7.2653,0.0043
7.3656,0.0044
7.4657,0.0044
7.566,0.0044
7.6665,0.0045
7.767,0.0045
7.8673,0.0045
7.9676,0.0046
8.0678,0.0046
8.1679,0.0046
8.2681,0.0047
8.3682,0.0048
8.4686,0.0048
8.5686,0.0049
8.6687,0.0049
8.7689,0.0049
8.8691,0.005
8.9692,0.0051
9.0697,0.0051
9.1701,0.0051
9.2702,0.0052
9.3702,0.0052
9.4707,0.0053
9.5712,0.0053
9.6714,0.0054
9.7717,0.0054
9.8721,0.0054
9.9723,0.0055
10.0725,0.0056
10.1729,0.0056
10.2734,0.0057
10.3736,0.0057
10.4739,0.0057
10.5742,0.0058
10.6744,0.0058
10.7748,0.0059
10.875,0.0059
10.9752,0.006
11.0754,0.006
11.1759,0.0061
11.276,0.0061
11.3762,0.0061
11.4766,0.0062
11.5769,0.0062
11.6772,0.0063
11.7775,0.0063
11.8777,0.0064
11.9778,0.0064
12.0782,0.0064
12.1786,0.0064
12.2789,0.0065
12.3793,0.0065
12.4795,0.0065
12.5798,0.0066
12.6798,0.0066
12.78,0.0067
12.8804,0.0067
12.9806,0.0066
13.0806,0.0067
13.1811,0.0067
13.2812,0.0067
13.3814,0.0068
13.4816,0.0069
13.5817,0.0069
13.6817,0.007
13.782,0.007
13.8824,0.0071
13.9826,0.0072
14.083,0.0072
14.1832,0.0073
14.2834,0.0074
14.3838,0.0075
14.484,0.0075
14.5844,0.0075
14.6847,0.0075
14.7848,0.0076
14.8852,0.0076
14.9853,0.0077
15.0857,0.0078
15.186,0.0079
15.2863,0.0079
15.3867,0.008
15.4867,0.008
15.5872,0.008
15.6873,0.008
15.7876,0.0081
15.8877,0.0082
15.9879,0.0081
16.0881,0.0082
16.1882,0.0083
16.2887,0.0084
16.3888,0.0085
16.4891,0.0086
16.5892,0.0087
16.6896,0.0087
16.7899,0.0088
16.8901,0.0089
16.9904,0.0089
17.0905,0.009
17.1908,0.0091
17.2908,0.0092
17.3912,0.0093
17.4914,0.0094
17.5916,0.0095
17.6917,0.0096
17.792,0.0096
17.8922,0.0096
17.9925,0.0097
18.093,0.0098
18.1932,0.0098
18.2935,0.0099
18.3939,0.0099
18.4942,0.0101
18.5944,0.0101
18.6944,0.0103
18.7949,0.0103
18.8951,0.0104
18.9953,0.0105
19.0955,0.0106
19.1956,0.0106
19.2957,0.0107
19.396,0.0108
19.4961,0.0109
19.5966,0.0109
19.697,0.0111
19.7973,0.0111
19.8976,0.0113
19.9978,0.0113
20.0025,0.0112
0.2295,-0.0007
0.3299,-0.0006
0.43,-0.0006
0.5304,-0.0006
0.6305,-0.0006
0.7308,-0.0006
0.8311,-0.0006
0.9312,-0.0004
1.0316,0.0001
1.1316,0.0006
1.2318,0.0009
1.3322,0.0011
1.4323,0.0014
1.5323,0.0015
1.6323,0.0017
1.7325,0.0018
1.8329,0.0019
1.9332,0.0019
2.0335,0.002
2.1339,0.0021
2.2341,0.0021
2.3342,0.0022
2.4343,0.0022
2.5345,0.0023
2.6348,0.0023
2.7353,0.0023
2.8357,0.0024
2.9361,0.0024
3.0363,0.0025
3.1367,0.0025
3.2367,0.0026
3.3367,0.0026
3.4368,0.0026
3.537,0.0027
3.6374,0.0027
3.7377,0.0028
3.8381,0.0028
3.9385,0.0029
4.0386,0.0029
4.139,0.003
4.2396,0.003
4.3401,0.003
4.4405,0.003
4.5407,0.0031
4.641,0.0031
4.7414,0.0032
4.8415,0.0033
4.9416,0.0033
5.0419,0.0034
5.1422,0.0034
5.2426,0.0035
5.3429,0.0036
5.4432,0.0036
5.5434,0.0037
5.6436,0.0037
5.744,0.0038
5.8445,0.0038
5.9448,0.0039
6.0452,0.0039
6.1453,0.004
6.2454,0.004
6.3458,0.004
6.446,0.0041
6.5465,0.0041
6.6468,0.0041
6.7471,0.0042
6.8475,0.0041
6.9479,0.0042
7.0484,0.0042
7.1485,0.0043
7.249,0.0043
7.3491,0.0044
7.4494,0.0044
7.5496,0.0045
7.6496,0.0045
7.75,0.0045
7.8501,0.0046
7.9506,0.0046
8.0509,0.0047
8.1512,0.0047
8.2514,0.0047
8.3515,0.0048
8.4516,0.0048
8.5517,0.0049
8.6519,0.0049
8.7524,0.005
8.8529,0.005
8.9531,0.005
9.0535,0.005
9.1539,0.0051
9.254,0.0051
9.3543,0.0052
9.4545,0.0052
9.5549,0.0053
9.6554,0.0053
9.7556,0.0054
9.856,0.0053
9.9562,0.0054
10.0566,0.0055
10.1568,0.0055
10.2568,0.0056
10.3571,0.0055
10.4573,0.0056
10.5576,0.0057
10.6582,0.0057
10.7583,0.0058
10.8583,0.0058
10.9587,0.0058
