date and time,p,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg
15-Feb-2024 21:57:15,1,-0.0203904541830222,0.0106016446525852,0.251691925525665,0.0262713460872571,-0.0145135122661789,0.70960754553477,0.703957549730937
15-Feb-2024 21:57:20,2,-0.0147752979770303,0.0113601053133607,0.256296191612879,0.0203697375953197,-0.0230985232939323,0.708192670345306,0.705347100893656
15-Feb-2024 21:57:26,3,-0.0100598987191916,0.00850386861711741,0.272844372193019,0.0273192800581455,-0.031786077345411,0.704830678304036,0.708136161168416
15-Feb-2024 21:57:31,4,-0.00125184348629167,0.00222873303573579,0.280627737442652,0.0285548233737548,-0.0420104930798213,0.704240338007609,0.708142105738322
15-Feb-2024 21:57:35,5,0.00582848368212581,-0.00467022995774945,0.283894614378611,0.0301475200802088,-0.0349723753829797,0.704204523563385,0.708494202295939
15-Feb-2024 21:57:40,6,0.0173128794878721,-0.00807598090420167,0.28945689201355,0.0240392250319322,-0.0368823719521364,0.70422754685084,0.708608011404673
15-Feb-2024 21:57:44,7,0.0265165271858374,-0.00759006965284546,0.295267834266027,0.024526247009635,-0.0432721835871538,0.704549145698547,0.707909452915192
15-Feb-2024 21:57:49,8,0.0282728042453527,-0.00711458160852392,0.29806636373202,0.0267352849245071,-0.0392820236583551,0.704303892453512,0.708305855592092
15-Feb-2024 21:57:54,9,0.0246759740014871,-0.00994761219869057,0.300232889254888,0.0312175296247005,-0.0305401662985484,0.703694347540538,0.709158519903819
15-Feb-2024 21:57:58,10,0.0239520957072576,-0.00976170531163613,0.302819661299388,0.0334602338572343,-0.0244900433967511,0.702311281363169,0.71066126426061
15-Feb-2024 21:58:03,11,0.0229273433486621,-0.00617666067555547,0.304726193348567,0.0380192548036575,-0.0244822969039281,0.702206683158874,0.710535625616709
15-Feb-2024 21:58:07,12,0.0248647996534904,-0.00334372352808714,0.306680723031362,0.0392207848529021,-0.0260069247335196,0.702293765544891,0.710329723358154
15-Feb-2024 21:58:12,13,0.0314915378888448,0.00117882206104696,0.308511233329773,0.0375376316408316,-0.0300774600356817,0.70216322739919,0.710389280319214
15-Feb-2024 21:58:17,14,0.0395627160867055,0.0075201024611791,0.310274378458659,0.0354561773439248,-0.0350438989698887,0.701465630531311,0.710957566897074
15-Feb-2024 21:58:21,15,0.043218095600605,0.0147034096221129,0.311858310302099,0.0365789232154687,-0.0361179319520791,0.700583684444428,0.711716135342916
15-Feb-2024 21:58:26,16,0.0434520202378432,0.0224208583434423,0.313029559453328,0.0406269023815791,-0.0370722288886706,0.700659108161926,0.711373198032379
15-Feb-2024 21:58:31,17,0.0407548715670904,0.0285857427865267,0.3142016629378,0.0486299249033133,-0.0412142626941204,0.701745816071828,0.709569835662842
15-Feb-2024 21:58:37,18,0.0417079744239648,0.0287528220564127,0.314556841055552,0.0474627745648225,-0.0434712119400501,0.701823969682058,0.709436869621277
15-Feb-2024 21:58:42,19,0.0409374246994654,0.0327438699702422,0.315377895037333,0.0546555874248346,-0.0459886523584525,0.701984310150147,0.708601323763529
15-Feb-2024 21:58:48,20,0.041150089353323,0.0324450291693211,0.315412098169327,0.0542006947100162,-0.0461833849549294,0.701939555009206,0.708667949835459
15-Feb-2024 21:58:53,21,0.0412762105464935,0.0350515517095725,0.315417661269506,0.0514786757528782,-0.0451921326418718,0.702057266235352,0.708818201224009
15-Feb-2024 21:58:58,22,0.0387028391162554,0.0454524599015713,0.31585662762324,0.0519575538734595,-0.0455668638149897,0.70126398007075,0.709544150034587
15-Feb-2024 21:59:02,23,0.0404233699043592,0.0482225706179937,0.315200539429982,0.0420586133996646,-0.043460572262605,0.700134531656901,0.711444938182831
15-Feb-2024 21:59:07,24,0.0397659346461296,0.0524106870094935,0.314980185031891,0.0367013178765774,-0.0404598355293274,0.699780678749084,0.712265992164612
15-Feb-2024 21:59:12,25,0.0390241210659345,0.0557826216022174,0.314348651965459,0.0316739422579606,-0.0332062467932701,0.699249788125356,0.713403018315633
15-Feb-2024 21:59:16,26,0.0393861189484596,0.0611919979254405,0.314149091641108,0.0288231293360392,-0.0347582429647446,0.698527383804321,0.714157243569692
15-Feb-2024 21:59:21,27,0.037343925734361,0.066972761352857,0.313794209559759,0.0291178063799938,-0.0360392933090528,0.698009391625722,0.714588109652201
15-Feb-2024 21:59:25,28,0.0339128566284974,0.0719236314296722,0.313549963633219,0.0308754798024893,-0.0371610117455324,0.697695116202037,0.714763728777568
15-Feb-2024 21:59:30,29,0.0269121578584115,0.0758099282781283,0.312983705600103,0.0355528215567271,-0.0377808260420958,0.697865883509318,0.71434706846873
15-Feb-2024 21:59:34,30,0.0179685580233733,0.0812225103378296,0.312545615434647,0.0409643391768138,-0.0364980089167754,0.696882140636444,0.715083889166514
15-Feb-2024 21:59:39,31,0.0121802055587371,0.0861809397737185,0.312654042243958,0.043025212486585,-0.0384741199513276,0.696606949965159,0.715127484003703
15-Feb-2024 21:59:44,32,0.00506888525560498,0.0898862928152084,0.312750087181727,0.0449526600539684,-0.0389637147386869,0.694651556015015,0.716882260640462
15-Feb-2024 21:59:48,33,0.000437121145660058,0.0913480704029401,0.312760718663534,0.0463961030046145,-0.0389269672334194,0.694324922561645,0.71710874636968
15-Feb-2024 21:59:53,34,-0.00587785424043735,0.0933756614724795,0.31299077073733,0.0505706084271272,-0.0397322068611781,0.693598226706187,0.717485423882802
15-Feb-2024 21:59:57,35,-0.0113744733855128,0.0958813140789668,0.313378196954727,0.0541803903877735,-0.0405223061641057,0.692559107144674,0.718181224664052
