Time,Force,Rotation,Torque
(s),(mN),(deg),(N-mm)
59.919,451.6057,33.6826,22.0424
59.969,457.8572,33.5825,22.3161
60.019,465.0964,33.4828,22.3354
60.069,470.5111,33.3826,22.6598
60.119,473.8911,33.2824,22.723
60.169,473.9586,33.1821,22.979
60.219,475.1039,33.0823,23.0827
60.269,486.307,32.9827,23.2855
60.319,491.556,32.8825,23.4974
60.369,493.8482,32.7828,23.6488
60.419,509.0354,32.6829,23.6856
60.469,514.0972,32.583,23.8846
60.519,519.1787,32.4829,24.1396
60.569,520.404,32.3826,24.2668
60.619,520.8029,32.2826,24.5633
60.669,526.1984,32.1829,24.7428
60.719,533.2989,32.0835,24.7871
60.769,537.8687,31.9826,25.017
60.819,550.1266,31.8828,25.2138
60.869,557.9584,31.7828,25.2966
60.919,559.1138,31.6829,25.4406
60.969,560.5269,31.583,25.7134
61.019,566.8072,31.4827,25.8165
61.069,569.2163,31.3828,26.0756
61.119,572.543,31.283,26.1595
61.169,580.1926,31.1831,26.281
61.219,587.6559,31.0829,26.5136
61.269,591.3319,30.983,26.5884
61.319,598.8749,30.8831,26.775
61.369,606.086,30.7832,26.9272
61.419,606.0082,30.6831,27.1539
61.469,609.3688,30.5832,27.2857
61.519,622.9937,30.483,27.3882
61.569,626.6617,30.383,27.6189
61.619,631.5761,30.2833,27.7732
61.669,639.5695,30.1831,27.9279
61.719,639.6228,30.0829,28.1012
61.769,640.5225,29.983,28.3244
61.819,647.104,29.883,28.4836
61.869,646.974,29.7831,28.6984
61.919,661.0261,29.6832,28.8355
61.969,668.6663,29.5825,28.9711
62.019,675.4755,29.4831,29.2271
62.069,680.4239,29.3832,29.3154
62.119,687.1929,29.283,29.6062
62.169,689.3479,29.1831,29.7246
62.219,690.6831,29.0831,29.9304
62.269,704.1344,28.9831,30.0026
62.319,706.2323,28.8832,30.2515
62.369,717.8983,28.7832,30.3386
62.419,722.5714,28.683,30.564
62.469,722.3514,28.5831,30.7077
62.519,728.6603,28.4835,30.8922
62.569,738.8646,28.3831,31.1018
62.619,746.8992,28.283,31.2518
62.669,753.4378,28.1832,31.3577
62.719,764.7159,28.0831,31.4934
62.769,772.6144,27.983,31.7093
62.819,778.7911,27.8832,31.9159
62.869,781.6824,27.7825,31.9648
62.919,785.7404,27.683,32.2942
62.969,791.7274,27.5832,32.4368
63.019,800.7568,27.4829,32.5604
63.069,814.3022,27.383,32.7297
63.119,822.1928,27.2831,33.0057
63.169,828.494,27.1833,33.1058
63.219,836.264,27.0832,33.2034
63.269,841.2434,26.9832,33.4526
63.319,843.5803,26.883,33.5974
63.369,852.3637,26.7831,33.7812
63.419,864.7968,26.6836,33.961
63.469,874.3705,26.5832,34.1623
63.519,881.9202,26.4834,34.3672
63.569,893.7678,26.3831,34.4841
63.619,899.3566,26.2833,34.6951
63.669,903.0625,26.1833,34.8985
63.719,909.9612,26.0832,35.1254
63.769,918.9063,25.9828,35.1434
63.819,930.766,25.883,35.4289
63.869,941.9626,25.7834,35.5337
63.919,951.483,25.6833,35.6962
63.969,957.192,25.5833,35.9981
64.019,963.3127,25.4835,35.922
64.069,964.5412,25.3834,36.2835
64.119,979.5784,25.2834,36.4736
64.169,991.5156,25.1833,36.5444
64.219,1002.9498,25.0833,36.6681
64.269,1012.6231,24.9833,36.9707
64.319,1024.2548,24.8841,37.0005
64.369,1021.827,24.7835,37.267
64.419,1027.7908,24.6835,37.484
64.469,1033.9553,24.5834,37.5909
64.519,1047.0161,24.4835,37.7171
64.569,1053.332,24.3835,37.9596
64.619,1063.7982,24.2834,38.1323
64.65,1067.3643,24.2209,38.2269
64.651,1067.8473,24.2189,38.2305
82.015,-9.1967,43.6545,4.7988
82.065,-4.9001,43.6545,4.866
82.115,-1.8028,43.598,5.0307
82.165,0.2718,43.494,5.2602
82.215,8.2163,43.394,5.3225
82.265,10.0756,43.2941,5.6266
82.315,9.9813,43.1941,5.8309
82.365,8.694,43.0941,5.9875
82.415,15.0312,42.9939,6.2696
82.465,18.5294,42.8942,6.3714
82.515,28.3151,42.7942,6.6004
82.565,32.1475,42.6941,6.8083
82.615,35.8133,42.5941,6.8933
82.665,36.9634,42.4942,7.0337
82.715,37.1248,42.3941,7.2291
82.765,40.1625,42.2941,7.4555
82.815,48.3323,42.1935,7.661
82.865,52.8979,42.0939,7.9105
82.915,66.0138,41.9943,8.042
82.965,68.0387,41.8938,8.1704
83.015,75.6918,41.794,8.345
83.065,79.7669,41.6942,8.4751
83.115,86.5432,41.5943,8.7698
83.165,87.3069,41.4942,8.8759
83.215,101.6447,41.3941,9.0406
83.265,107.0612,41.2938,9.2082
83.315,116.4939,41.1942,9.363
83.365,123.3147,41.0941,9.5552
83.415,126.4623,40.9942,9.6855
83.465,133.7992,40.894,9.989
83.515,133.1712,40.794,10.0833
83.565,144.9623,40.6941,10.2545
83.615,152.5382,40.5944,10.3225
83.665,164.4678,40.4939,10.5337
83.715,169.9657,40.3937,10.7991
83.765,177.7099,40.2942,10.9773
83.815,175.7926,40.194,11.1691
83.865,182.3249,40.0944,11.2217
83.915,183.8092,39.9944,11.3441
83.965,184.99,39.8941,11.563
84.015,195.1531,39.7946,11.6423
84.065,203.7084,39.6943,11.8589
84.115,208.294,39.5943,12.132
84.165,204.8887,39.4942,12.2317
84.215,210.576,39.3944,12.3257
84.265,211.1761,39.2945,12.5971
84.315,216.2581,39.1944,12.8574
84.365,224.6232,39.0944,13.0224
84.415,233.5471,38.9942,13.2009
84.465,239.6379,38.8943,13.37
84.515,240.1342,38.7945,13.4601
84.565,244.163,38.6943,13.6359
84.615,243.1189,38.5941,13.7509
84.665,248.4046,38.4944,13.9612
84.715,249.0757,38.3942,14.1503
84.765,257.5369,38.2943,14.326
84.815,266.3222,38.1943,14.4853
84.865,271.7376,38.0944,14.6693
84.915,276.3547,37.9945,14.7469
84.965,278.4642,37.8944,15.0383
85.015,285.8375,37.7944,15.0752
85.065,292.6685,37.6944,15.4045
85.115,297.969,37.5943,15.5273
85.165,305.7788,37.4946,15.6595
85.215,319.9976,37.3944,15.8501
85.265,319.5394,37.2943,16.1109
85.315,324.1578,37.1944,16.2251
85.365,326.3806,37.0944,16.3242
85.415,328.5257,36.9945,16.5371
85.465,342.2059,36.8944,16.5862
85.515,346.9384,36.7938,16.8114
85.565,355.4232,36.6944,17.102
85.615,358.7237,36.5945,17.1024
85.665,367.944,36.4943,17.4231
85.715,365.1119,36.3945,17.532
85.765,367.3391,36.2943,17.6613
85.815,367.8808,36.1946,17.8206
85.865,379.0232,36.0943,18.0981
85.915,383.922,35.9944,18.2462
85.965,395.0298,35.8944,18.3085
86.015,392.0128,35.7943,18.503
86.065,393.4669,35.6946,18.6479
86.115,392.2199,35.5946,18.8803
86.165,393.5834,35.4944,19.0542
86.215,393.7258,35.3943,19.1467
86.265,398.5508,35.2944,19.2896
86.315,399.9864,35.1945,19.4725
86.365,409.6624,35.0944,19.6742
86.415,401.0192,34.9938,19.8506
86.465,403.2668,34.8944,20.0148
86.515,401.6978,34.7947,20.1875
86.565,404.4242,34.6941,20.3398
86.615,415.8033,34.5945,20.4343
86.665,416.4277,34.4944,20.7146
86.715,427.6614,34.3946,20.7352
86.765,430.4639,34.2944,20.9512
86.815,433.1941,34.1944,21.1116
86.865,434.9007,34.0944,21.3947
86.915,444.3217,33.9944,21.502
86.965,446.6369,33.8948,21.6493
87.015,450.3009,33.7944,21.7609
87.065,459.8447,33.6945,21.996
87.115,468.9173,33.5944,22.1538
87.165,472.2642,33.4945,22.4332
87.215,477.2488,33.3944,22.5141
87.265,476.3969,33.2942,22.7296
87.315,485.1151,33.1941,22.8339
87.365,487.0388,33.0944,23.0237
87.415,496.3466,32.9947,23.3836
87.465,504.9817,32.8944,23.3968
87.515,512.9237,32.7945,23.4623
87.565,516.3093,32.6944,23.6198
87.615,513.8593,32.5946,23.9266
87.665,513.2234,32.4945,24.1262
87.715,517.4704,32.3946,24.2514
87.765,523.7314,32.2944,24.4368
87.815,528.1064,32.1944,24.6348
87.865,539.2873,32.0948,24.727
87.915,546.8894,31.9945,25.001
87.965,549.4899,31.8947,25.067
88.015,548.0376,31.7945,25.1753
88.065,551.4873,31.6945,25.4458
88.115,553.8629,31.5946,25.5782
88.165,562.0728,31.4946,25.6877
88.215,572.539,31.3943,25.885
88.265,585.0604,31.2946,26.1472
88.315,590.1523,31.1946,26.3425
88.365,597.0177,31.0947,26.4452
88.415,599.4126,30.9946,26.62
88.465,603.4338,30.8947,26.7897
88.515,613.781,30.7948,26.9726
88.565,618.01,30.6948,27.0833
88.615,629.2633,30.5948,27.2658
88.665,630.4773,30.4946,27.3801
88.715,640.4935,30.3947,27.5859
