date and time,Trajectory,Waypoint,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg
29-Jan-2024 12:57:13,1,1,-0.0125751030941804,-0.0758741214871406,0.353543909390767,-0.261026094357173,-0.0466502676407496,0.0278380696972211,0.963800529638926
29-Jan-2024 12:57:17,1,2,-0.0199189609537522,-0.061945728957653,0.352434239784876,-0.249144644538561,-0.0391767847041289,0.0285739570856094,0.967250967025757
29-Jan-2024 12:57:22,1,3,-0.026949779316783,-0.0404359057545662,0.346675821145376,-0.199734349052111,-0.0278505058338245,0.027002273996671,0.97907927831014
29-Jan-2024 12:57:26,1,4,-0.0354228156308333,-0.0199765101075172,0.342476151386897,-0.150041191776594,-0.0147427269568046,0.0267135494699081,0.988207077980041
29-Jan-2024 12:57:31,1,5,-0.0417840977509817,0.00113732355336348,0.340077229340871,-0.101764406263828,-0.00594698740169406,0.025490881378452,0.994463721911112
29-Jan-2024 12:57:35,1,6,-0.0502990519007047,0.023946105937163,0.339149814844131,-0.0499477038780848,0.0102238989124695,0.023915004854401,0.998411679267883
29-Jan-2024 12:57:39,1,7,-0.055455474058787,0.0453739084303379,0.340114325284958,0.0030162375420332,0.0198665970315536,0.021342900271217,0.999569157759349
29-Jan-2024 12:57:44,1,8,-0.0610019656519095,0.0666135514775912,0.342621131738027,0.0532845874627431,0.0296610997368892,0.017500359689196,0.997983948389689
29-Jan-2024 12:57:48,1,9,-0.0700128222505252,0.083888778090477,0.346138898531596,0.105348332722982,0.0472736179828644,0.0147797971343001,0.993199574947357
29-Jan-2024 12:57:53,1,10,-0.077352445324262,0.102783250808716,0.351439360777537,0.159365506966909,0.0672691911458969,0.0131282093624274,0.984836928049723
29-Jan-2024 12:57:57,1,11,-0.0749886885285378,0.116126259167989,0.353765068451564,0.177401774128278,0.0614198947946231,0.0103505118439595,0.98216544787089
29-Jan-2024 12:58:01,1,12,-0.0647884711623192,0.115830852091312,0.34825488726298,0.172748485207558,0.0380130313336849,0.00922333753357331,0.984188826878866
29-Jan-2024 12:58:06,1,13,-0.0573100117345651,0.115781863530477,0.343233593304952,0.162890109419823,0.0181032970547676,0.00807612212374806,0.986444814999898
29-Jan-2024 12:58:10,1,14,-0.050179498642683,0.113495651384195,0.338140292962392,0.155332867304484,-0.0022556154600655,0.0081700686365366,0.987825425465902
29-Jan-2024 12:58:14,1,15,-0.0412963467339675,0.113311666250229,0.334112819035848,0.150756537914276,-0.0183503816525141,0.00916970750937859,0.988357297579447
29-Jan-2024 12:58:19,1,16,-0.0318780404826005,0.111509237686793,0.330120156208674,0.143514402707418,-0.0414870160321395,0.0102104517320792,0.988725304603577
29-Jan-2024 12:58:23,1,17,-0.0218523379415274,0.110927067200343,0.326894970734914,0.13776241838932,-0.0587378871937593,0.0113247479001681,0.988656953970591
29-Jan-2024 12:58:27,1,18,-0.0128248086199164,0.101839133103689,0.322512070337931,0.109604335327943,-0.0784337490797043,0.00997961889952421,0.99082510471344
29-Jan-2024 12:58:32,1,19,0.000506871095664489,0.0908536886175473,0.317855161428452,0.0838946873943011,-0.103661486506462,0.00711309602484107,0.991042097409566
29-Jan-2024 12:58:36,1,20,0.0119924277067184,0.0815795600414276,0.314140977462133,0.0603018773098787,-0.123874875406424,0.00491132376094659,0.990451494852702
29-Jan-2024 12:58:41,1,21,0.0244281638413668,0.0690583144625028,0.310534544785817,0.0358263400693734,-0.147505049904188,0.00298529737628996,0.988406372070312
29-Jan-2024 12:58:45,1,22,0.0354414619505405,0.0696818500757217,0.312974429130554,0.0425296535094579,-0.157971366246541,0.00325510846450925,0.98652191956838
29-Jan-2024 12:58:50,1,23,0.0457877263426781,0.0653341631094615,0.316852760314941,0.0478307137886683,-0.169716820120811,0.00587692655002077,0.984313615163167
29-Jan-2024 12:58:54,1,24,0.0552083623905977,0.0603204866250356,0.320404132207235,0.0540683584908644,-0.173509375254313,0.00999386093268792,0.983296040693919
29-Jan-2024 12:58:59,1,25,0.0625957958400249,0.0557377641399701,0.324109516541163,0.0611841599146525,-0.176412970821063,0.0132432072112958,0.982323427995046
29-Jan-2024 12:59:03,1,26,0.0710942273338636,0.0519854379196962,0.328588106234868,0.0704609314600627,-0.183969776829084,0.0147044477984309,0.980292797088623
29-Jan-2024 12:59:07,1,27,0.068569216132164,0.0634996990362803,0.332170720895131,0.0953151022394498,-0.171462118625641,0.017571676398317,0.980411473910014
29-Jan-2024 12:59:12,1,28,0.0666694685816765,0.0749487280845642,0.336298060417175,0.121007404228052,-0.156346693634987,0.0224278328319391,0.980004509290059
29-Jan-2024 12:59:16,1,29,0.0587692638238271,0.0841341619690259,0.339790360132853,0.143250212073326,-0.126196066538493,0.0275900303075711,0.981219454606374
29-Jan-2024 12:59:21,1,30,0.052717087417841,0.0933840990066528,0.344362781445185,0.166580800215403,-0.110054769118627,0.0343403659760952,0.979264199733734
29-Jan-2024 12:59:25,1,31,0.038409232844909,0.096462893486023,0.342416932185491,0.176693444450696,-0.0723752255241076,0.0404042447606723,0.980769097805023
