date and time,Repeat num,Test num,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg
24-Jan-2024 21:02:00,1,1,-0.1334366162618,-0.00472179974118868,0.302308201789856,-0.0640438323219617,0.252205546696981,-0.0338776595890522,0.964957559108734
24-Jan-2024 21:02:07,1,2,-0.117930745581786,-0.0479530538121859,0.297953339417775,-0.137153274814288,0.199483789006869,-0.0331949770450592,0.969687227408091
24-Jan-2024 21:02:14,1,3,-0.0808239698410034,-0.0921139910817146,0.301897797981898,-0.227523972590764,0.0987671449780464,-0.0190644852817059,0.968563091754913
24-Jan-2024 21:02:20,1,4,-0.0926013022661209,-0.108858494957288,0.313769779602687,-0.289388565222422,0.142657868067424,-0.0217280684659878,0.946271773179372
24-Jan-2024 21:02:27,1,5,-0.0946438481410345,-0.130544564127922,0.321705996990204,-0.290045559406281,0.109483637909094,-0.0140632823730508,0.950625650087992
24-Jan-2024 21:02:35,1,6,-0.114802527427673,-0.108066918949286,0.341153695185979,-0.342991083860397,0.211017751693726,-0.0214711730678876,0.915077924728394
24-Jan-2024 21:02:41,1,7,-0.137209085623423,-0.0749992782870928,0.330577278137207,-0.254738754034042,0.244902786612511,-0.0242938625315825,0.935168755054474
24-Jan-2024 21:02:48,1,8,-0.166447119911512,-0.0337899113694827,0.341212113698324,-0.167667929331462,0.348268620173136,-0.0329998284578323,0.9216872215271
24-Jan-2024 21:02:55,1,9,-0.199086777369181,-0.035419770081838,0.356345953543981,-0.119190828005473,0.39369450211525,-0.0587581031024456,0.909585400422414
24-Jan-2024 21:03:01,1,10,-0.179478602608045,-0.028222348789374,0.346867036819458,-0.13634314040343,0.311311608552933,-0.0359114048381646,0.939790340264638
24-Jan-2024 21:03:08,1,11,-0.154070997238159,-0.0056016081944108,0.347629642486572,-0.0693892175952593,0.280158317089081,-0.044861201941967,0.956391096115112
24-Jan-2024 21:03:15,1,12,-0.167194347580274,0.00173360269982368,0.351055330038071,-0.0321691426138083,0.330038164059321,-0.0553552950421969,0.941793898741404
24-Jan-2024 21:03:21,1,13,-0.136478672424952,-0.0386560435096423,0.342834808429082,-0.0959060509999593,0.271049777666728,-0.0544266966482004,0.956227827072144
24-Jan-2024 21:03:27,1,14,-0.123231837153435,-0.0257934299608072,0.339482855796814,-0.0794715583324432,0.240736866990725,-0.0454430083433787,0.966263282299042
24-Jan-2024 21:03:34,1,15,-0.131565650304159,-0.0492357186973095,0.337877694765727,-0.146316850185394,0.256681436300278,-0.0457393544415633,0.954260810216268
24-Jan-2024 21:03:40,1,16,-0.105729931592941,-0.0835042615731557,0.340652813514074,-0.210407929619153,0.173395623763402,-0.0357772685587406,0.961448037624359
24-Jan-2024 21:03:46,1,17,-0.122949196894964,-0.083491746087869,0.351137081782023,-0.204707034428914,0.193995095292727,-0.0356783007582029,0.958742884794871
24-Jan-2024 21:03:53,1,18,-0.131356807549795,-0.139823221166929,0.37129613161087,-0.290246510505676,0.201845184961955,-0.0386166321734587,0.934625140825907
24-Jan-2024 21:03:59,1,19,-0.0900667428970337,-0.103517067929109,0.345145046710968,-0.243901736537615,0.129554009437561,-0.0303012249370416,0.960629733403524
24-Jan-2024 21:04:05,1,20,-0.0888755495349566,-0.122356172899405,0.34671582976977,-0.290198848644892,0.112998825311661,-0.0244278651972612,0.949957466125488
24-Jan-2024 21:04:12,1,21,-0.0620216841499011,-0.124662273128827,0.348917516072591,-0.305032918850581,0.0499285670618216,-0.0141903666779399,0.950926188627879
24-Jan-2024 21:04:19,1,22,-0.0320211944480737,-0.15272463063399,0.359065000216166,-0.376191331942876,-0.0142960373312235,-0.00488638744379083,0.926418821016947
24-Jan-2024 21:04:26,1,23,0.0158385845522086,-0.128366695841153,0.343566125631332,-0.332629346847534,-0.0285621542483568,-0.0397460326552391,0.941786702473958
24-Jan-2024 21:04:31,1,24,0.0348926377793153,-0.102526870866617,0.338397977749507,-0.308722766240438,-0.0449028943975767,-0.0452405306200186,0.949013729890188
24-Jan-2024 21:04:37,1,25,0.0513772641619047,-0.0961149747172991,0.344510293006897,-0.304840383927027,-0.0762627998987834,-0.0455004344383876,0.948254164059957
24-Jan-2024 21:04:44,1,26,0.0580470271408558,-0.0537767745554447,0.332273989915848,-0.236976951360703,-0.118492353955905,-0.033251433322827,0.963688663641612
24-Jan-2024 21:04:51,1,27,0.0824563751618067,-0.0371194380025069,0.328990223010381,-0.226684346795082,-0.121282061934471,-0.0493001086016496,0.965129228432973
24-Jan-2024 21:04:57,1,28,0.0326659766336282,-0.0254552827527126,0.314596615235011,-0.206189998984337,-0.0287879974891742,-0.0382529790202777,0.97734010219574
24-Jan-2024 21:05:04,1,29,0.0532215627531211,-0.00774491357927521,0.307362878322601,-0.145181726415952,-0.070775846640269,-0.0319447321196397,0.986353206634522
