Name,Material Type,Bend,Twist,Bend Moment (Nmm),Twist Moment (Nmm),Scale Factor
D70,Neoprene Rubber,0.000233441511553,0.000492634949867,2.12264150943e-09,2.12264150943e-08,1
D70,"Plastic, PET (amorphous)",0.0254192960481,0.102568517209,0.00205188679245,0.0205188679245,1
D70,"Aluminum alloy, wrought, 6061, T6",0.113624172227,0.162489159818,0.048820754717,0.48820754717,1
D70,"Carbon steel, 1095, hardened & tempered",0.278862456505,0.163319734833,0.15,1.5,1
