Time,Displacement,Force,Rotation,Torque
11.62,1.6502,0.0002,11.4712,0.00108
11.64,1.6502,0.0002,11.4923,0.00109
11.66,1.6502,0.0002,11.5142,0.0011
11.68,1.6502,0.0002,11.5354,0.0011
11.7,1.6502,0.0002,11.5552,0.00109
11.72,1.6502,0.0002,11.5739,0.00108
11.74,1.6502,0.0002,11.5918,0.00109
11.76,1.6502,0.0002,11.6094,0.0011
11.78,1.6502,0.0002,11.6267,0.00111
11.8,1.6502,0.0002,11.6442,0.00111
11.82,1.6502,0.0002,11.6623,0.00109
11.84,1.6502,0.0002,11.6813,0.00109
11.86,1.6502,0.0002,11.701,0.0011
11.88,1.6502,0.0002,11.7215,0.00111
11.9,1.6502,0.0002,11.7431,0.00111
11.92,1.6502,0.0002,11.7653,0.0011
11.94,1.6502,0.0002,11.7877,0.00109
11.96,1.6502,0.0002,11.81,0.0011
11.98,1.6502,0.0002,11.8318,0.00111
12,1.6502,0.0002,11.8531,0.0011
12.02,1.6502,0.0002,11.874,0.00111
12.04,1.6502,0.0002,11.8949,0.00111
12.06,1.6502,0.0002,11.9156,0.00112
12.08,1.6502,0.0002,11.9358,0.00111
12.1,1.6502,0.0002,11.9548,0.0011
12.12,1.6502,0.0002,11.9722,0.00111
12.14,1.6502,0.0002,11.989,0.00111
12.16,1.6502,0.0002,12.0065,0.0011
12.18,1.6502,0.0002,12.0248,0.00109
12.2,1.6502,0.0002,12.0436,0.0011
12.22,1.6502,0.0002,12.0625,0.00111
12.24,1.6502,0.0002,12.0818,0.00111
12.26,1.6502,0.0002,12.1023,0.00111
12.28,1.6502,0.0002,12.1235,0.00111
12.3,1.6502,0.0002,12.1449,0.00111
12.32,1.6502,0.0002,12.1668,0.00112
12.34,1.6502,0.0002,12.1887,0.00111
12.36,1.6502,0.0002,12.2102,0.00111
12.38,1.6502,0.0002,12.2308,0.00112
12.4,1.6502,0.0002,12.2509,0.00112
12.42,1.6502,0.0002,12.2717,0.00112
12.44,1.6502,0.0002,12.2927,0.00112
12.46,1.6502,0.0002,12.3126,0.00112
12.48,1.6502,0.0002,12.3312,0.00113
12.5,1.6502,0.0002,12.3494,0.00112
12.52,1.6502,0.0002,12.3675,0.00111
12.54,1.6502,0.0002,12.3854,0.0011
12.56,1.6502,0.0002,12.4034,0.00112
12.58,1.6502,0.0002,12.4221,0.00113
12.6,1.6502,0.0002,12.4417,0.00114
12.62,1.6502,0.0002,12.462,0.00114
12.64,1.6502,0.0002,12.4827,0.00114
12.66,1.6502,0.0002,12.5037,0.00114
12.68,1.6502,0.0002,12.5255,0.00114
12.7,1.6502,0.0002,12.548,0.00113
12.72,1.6502,0.0002,12.5707,0.00113
12.74,1.6502,0.0002,12.5925,0.00113
12.76,1.6502,0.0002,12.6134,0.00114
12.78,1.6502,0.0002,12.634,0.00115
12.8,1.6502,0.0002,12.6547,0.00114
12.82,1.6502,0.0002,12.6751,0.00114
12.84,1.6502,0.0002,12.6947,0.00114
12.86,1.6502,0.0002,12.7133,0.00115
12.88,1.6502,0.0002,12.7307,0.00114
12.9,1.6502,0.0002,12.7478,0.00114
12.92,1.6502,0.0002,12.7653,0.00116
12.94,1.6502,0.0002,12.7837,0.00115
12.96,1.6502,0.0002,12.8027,0.00116
12.98,1.6502,0.0002,12.8223,0.00116
13,1.6502,0.0002,12.8423,0.00116
13.02,1.6502,0.0002,12.8632,0.00116
13.04,1.6502,0.0002,12.8852,0.00116
13.06,1.6502,0.0002,12.9075,0.00115
13.08,1.6502,0.0002,12.9292,0.00115
13.1,1.6502,0.0002,12.9506,0.00115
13.12,1.6502,0.0002,12.9714,0.00116
13.14,1.6502,0.0002,12.9916,0.00115
13.16,1.6502,0.0002,13.0123,0.00116
13.18,1.6502,0.0002,13.0334,0.00116
13.2,1.6502,0.0002,13.054,0.00115
13.22,1.6502,0.0002,13.0733,0.00114
13.24,1.6502,0.0002,13.0911,0.00113
13.26,1.6502,0.0002,13.108,0.00113
13.28,1.6502,0.0002,13.1252,0.00114
13.3,1.6502,0.0002,13.1434,0.00116
13.32,1.6502,0.0002,13.1624,0.00114
13.34,1.6502,0.0002,13.1815,0.00116
13.36,1.6502,0.0002,13.2015,0.00116
13.38,1.6502,0.0002,13.2222,0.00116
13.4,1.6502,0.0002,13.2434,0.00116
13.42,1.6502,0.0002,13.2652,0.00115
13.44,1.6502,0.0002,13.2876,0.00116
13.46,1.6502,0.0002,13.31,0.00115
13.48,1.6502,0.0002,13.3319,0.00116
13.5,1.6502,0.0002,13.3527,0.00116
13.52,1.6502,0.0002,13.3731,0.00116
13.54,1.6502,0.0002,13.3938,0.00116
13.56,1.6502,0.0002,13.4145,0.00117
13.58,1.6502,0.0002,13.4347,0.00117
13.6,1.6502,0.0002,13.4537,0.00117
13.62,1.6502,0.0002,13.4714,0.00116
13.64,1.6502,0.0002,13.4883,0.00116
13.66,1.6502,0.0002,13.5055,0.00116
13.68,1.6502,0.0002,13.5236,0.00116
13.7,1.6502,0.0002,13.5425,0.00116
13.72,1.6502,0.0002,13.5619,0.00116
13.74,1.6502,0.0002,13.5813,0.00117
13.76,1.6502,0.0002,13.6015,0.00117
13.78,1.6502,0.0002,13.6229,0.00117
13.8,1.6502,0.0002,13.6452,0.00118
13.82,1.6502,0.0002,13.6676,0.00118
13.84,1.6502,0.0002,13.6896,0.00117
13.86,1.6502,0.0002,13.7108,0.00117
13.88,1.6502,0.0002,13.7317,0.00119
13.9,1.6502,0.0002,13.7527,0.00118
13.92,1.6502,0.0002,13.7736,0.00118
13.94,1.6502,0.0002,13.794,0.00118
13.96,1.6502,0.0002,13.8135,0.00118
13.98,1.6502,0.0002,13.832,0.00118
14,1.6502,0.0002,13.8496,0.00117
14.02,1.6502,0.0002,13.8669,0.00118
14.04,1.6502,0.0002,13.8845,0.00117
14.06,1.6502,0.0002,13.9031,0.00117
14.08,1.6502,0.0002,13.9221,0.00117
14.1,1.6502,0.0002,13.9413,0.00118
14.12,1.6502,0.0002,13.9612,0.00118
14.14,1.6502,0.0002,13.9826,0.00118
14.16,1.6502,0.0002,14.0051,0.00118
14.18,1.6502,0.0002,14.0277,0.00118
14.2,1.6502,0.0002,14.0504,0.00119
14.22,1.6502,0.0002,14.0733,0.00118
14.24,1.6502,0.0002,14.0949,0.00117
14.26,1.6502,0.0002,14.1153,0.00118
14.28,1.6502,0.0002,14.1357,0.00119
14.3,1.6502,0.0002,14.1566,0.00119
14.32,1.6502,0.0002,14.1772,0.00118
14.34,1.6502,0.0002,14.1965,0.00118
14.36,1.6502,0.0002,14.2144,0.00118
14.38,1.6502,0.0002,14.2317,0.00118
14.4,1.6502,0.0002,14.249,0.00117
14.42,1.6502,0.0002,14.2666,0.00117
14.44,1.6502,0.0002,14.2851,0.00119
14.46,1.6502,0.0002,14.3041,0.00119
14.48,1.6502,0.0002,14.3233,0.00119
14.5,1.6502,0.0002,14.3429,0.00119
14.52,1.6502,0.0002,14.3636,0.00119
14.54,1.6502,0.0002,14.3852,0.00118
14.56,1.6502,0.0002,14.4074,0.00118
14.58,1.6502,0.0002,14.4292,0.00119
14.6,1.6502,0.0002,14.4504,0.00119
14.62,1.6502,0.0002,14.4713,0.0012
14.64,1.6502,0.0002,14.492,0.0012
14.66,1.6502,0.0002,14.5131,0.0012
14.68,1.6502,0.0002,14.5339,0.00119
14.7,1.6502,0.0002,14.5536,0.00118
14.72,1.6502,0.0002,14.5723,0.00118
14.74,1.6502,0.0002,14.5902,0.00118
14.76,1.6502,0.0002,14.6079,0.00117
14.78,1.6502,0.0002,14.6255,0.00119
14.8,1.6502,0.0002,14.6435,0.0012
14.82,1.6502,0.0002,14.6623,0.0012
14.84,1.6502,0.0002,14.6813,0.00119
14.86,1.6502,0.0002,14.7008,0.0012
14.88,1.6502,0.0002,14.7215,0.0012
14.9,1.6502,0.0002,14.7437,0.0012
14.92,1.6502,0.0002,14.7665,0.0012
14.94,1.6502,0.0002,14.7891,0.0012
14.96,1.6502,0.0002,14.8112,0.0012
14.98,1.6502,0.0002,14.833,0.0012
15,1.6502,0.0002,14.8545,0.00121
15.02,1.6502,0.0002,14.8754,0.0012
15.04,1.6502,0.0002,14.896,0.0012
15.06,1.6502,0.0002,14.9169,0.00121
15.08,1.6502,0.0002,14.9376,0.00121
15.1,1.6502,0.0002,14.9566,0.0012
15.12,1.6502,0.0002,14.9739,0.0012
15.14,1.6502,0.0002,14.9903,0.00121
15.16,1.6502,0.0002,15.0014,0.00117
15.18,1.6502,0.0002,15.0051,0.00113
15.2,1.6502,0.0002,15.0055,0.00112
15.22,1.6502,0.0002,15.0051,0.00113
15.24,1.6502,0.0002,15.0048,0.00111
15.26,1.6502,0.0002,15.0048,0.00111
15.28,1.6502,0.0002,15.0048,0.0011
15.3,1.6502,0.0002,15.0048,0.0011
15.308,1.6502,0.0002,15.0048,0.0011
15.309,1.6502,0.0002,15.0048,0.00109
15.329,1.6502,0.0002,15.0048,0.00109
23.147,1.6502,0.0002,0,-0.00069
23.167,1.6502,0.0002,0,-0.00068
23.187,1.6502,0.0002,0,-0.00067
23.207,1.6502,0.0002,0,-0.00067
23.227,1.6502,0.0002,0,-0.00068
23.247,1.6502,0.0002,0,-0.00068
23.267,1.6502,0.0002,0,-0.00068
23.287,1.6502,0.0002,0.0004,-0.00067
23.307,1.6502,0.0002,0.0033,-0.00067
23.327,1.6502,0.0002,0.0177,-0.00066
23.347,1.6502,0.0002,0.0383,-0.00063
23.367,1.6502,0.0002,0.0584,-0.00063
23.387,1.6502,0.0002,0.0792,-0.00064
23.407,1.6502,0.0002,0.1007,-0.00065
23.427,1.6502,0.0002,0.1232,-0.00064
23.447,1.6502,0.0002,0.1468,-0.00063
23.467,1.6502,0.0002,0.1704,-0.00064
23.487,1.6502,0.0002,0.1935,-0.00064
23.507,1.6502,0.0002,0.2156,-0.00064
23.527,1.6502,0.0002,0.2371,-0.00066
23.547,1.6502,0.0002,0.2587,-0.00066
23.567,1.6502,0.0002,0.2801,-0.00066
23.587,1.6502,0.0002,0.3011,-0.00066
23.607,1.6502,0.0002,0.3208,-0.00064
23.627,1.6502,0.0002,0.3394,-0.00064
23.647,1.6502,0.0002,0.3573,-0.00064
23.667,1.6502,0.0002,0.375,-0.00064
23.687,1.6502,0.0002,0.393,-0.00064
23.707,1.6502,0.0002,0.4116,-0.00065
23.727,1.6502,0.0002,0.4307,-0.00065
23.747,1.6502,0.0002,0.4506,-0.00064
23.767,1.6502,0.0002,0.4712,-0.00064
23.787,1.6502,0.0002,0.4928,-0.00064
23.807,1.6502,0.0002,0.5152,-0.00064
23.827,1.6502,0.0002,0.5382,-0.00063
23.847,1.6502,0.0002,0.5611,-0.00064
23.867,1.6502,0.0002,0.583,-0.00064
23.887,1.6502,0.0002,0.6028,-0.00064
23.907,1.6502,0.0002,0.6214,-0.00062
23.927,1.6502,0.0002,0.6394,-0.00056
23.947,1.6502,0.0002,0.6575,-0.00029
23.967,1.6502,0.0002,0.6769,0.00002
23.987,1.6502,0.0002,0.6961,0.00017
24.007,1.6502,0.0002,0.714,0.00019
24.027,1.6502,0.0002,0.7312,0.00021
24.047,1.6502,0.0002,0.7489,0.00023
24.067,1.6502,0.0002,0.7671,0.00026
24.087,1.6502,0.0002,0.7855,0.00029
24.107,1.6502,0.0002,0.8041,0.00029
24.127,1.6502,0.0002,0.8237,0.00031
24.147,1.6502,0.0002,0.8443,0.00032
24.167,1.6502,0.0002,0.8655,0.00034
24.187,1.6502,0.0002,0.8878,0.00035
24.207,1.6502,0.0002,0.9105,0.00036
24.227,1.6502,0.0002,0.9324,0.00036
24.247,1.6502,0.0002,0.9538,0.00035
24.267,1.6502,0.0002,0.9749,0.00035
24.287,1.6502,0.0002,0.9964,0.00036
24.307,1.6502,0.0002,1.0178,0.00036
24.327,1.6502,0.0002,1.0391,0.00036
24.347,1.6502,0.0002,1.0596,0.00036
24.367,1.6502,0.0002,1.0788,0.00035
24.387,1.6502,0.0002,1.097,0.00036
24.407,1.6502,0.0002,1.1142,0.00035
24.427,1.6502,0.0002,1.132,0.00034
24.447,1.6502,0.0002,1.1512,0.00034
24.467,1.6502,0.0002,1.1704,0.00037
24.487,1.6502,0.0002,1.1901,0.00036
24.507,1.6502,0.0002,1.2113,0.00036
24.527,1.6502,0.0002,1.2335,0.00035
24.547,1.6502,0.0002,1.2559,0.00035
24.567,1.6502,0.0002,1.2782,0.00036
24.587,1.6502,0.0002,1.3008,0.00036
24.607,1.6502,0.0002,1.3233,0.00036
24.627,1.6502,0.0002,1.3448,0.00035
24.647,1.6502,0.0002,1.3654,0.00035
24.667,1.6502,0.0002,1.386,0.00035
24.687,1.6502,0.0002,1.4066,0.00036
24.707,1.6502,0.0002,1.4271,0.00037
24.727,1.6502,0.0002,1.4467,0.00038
24.747,1.6502,0.0002,1.4648,0.00037
24.767,1.6502,0.0002,1.4819,0.00035
24.787,1.6502,0.0002,1.499,0.00035
24.807,1.6502,0.0002,1.5166,0.00037
24.827,1.6502,0.0002,1.535,0.00037
24.847,1.6502,0.0002,1.5539,0.00037
24.867,1.6502,0.0002,1.5734,0.00036
24.887,1.6502,0.0002,1.5936,0.00038
24.907,1.6502,0.0002,1.6148,0.00039
24.927,1.6502,0.0002,1.6367,0.0004
24.947,1.6502,0.0002,1.6593,0.0004
24.967,1.6502,0.0002,1.6816,0.00038
24.987,1.6502,0.0002,1.7031,0.00038
25.007,1.6502,0.0002,1.7237,0.00037
25.027,1.6502,0.0002,1.7439,0.00038
25.047,1.6502,0.0002,1.7648,0.00037
25.067,1.6502,0.0002,1.7859,0.00038
25.087,1.6502,0.0002,1.8062,0.00039
25.107,1.6502,0.0002,1.8249,0.00037
25.127,1.6502,0.0002,1.8425,0.00037
25.147,1.6502,0.0002,1.8594,0.00039
25.167,1.6502,0.0002,1.8766,0.0004
25.187,1.6502,0.0002,1.895,0.00039
25.207,1.6502,0.0002,1.9139,0.0004
25.227,1.6502,0.0002,1.9333,0.0004
25.247,1.6502,0.0002,1.9528,0.00039
25.267,1.6502,0.0002,1.9727,0.00039
25.287,1.6502,0.0002,1.9945,0.0004
25.307,1.6502,0.0002,2.0173,0.00039
25.327,1.6502,0.0002,2.0399,0.00038
25.347,1.6502,0.0002,2.0629,0.0004
25.367,1.6502,0.0002,2.0853,0.0004
25.387,1.6502,0.0002,2.1058,0.00039
25.407,1.6502,0.0002,2.1256,0.00039
25.427,1.6502,0.0002,2.1461,0.00039
25.447,1.6502,0.0002,2.1667,0.00038
25.467,1.6502,0.0002,2.1868,0.00038
25.487,1.6502,0.0002,2.2055,0.00039
25.507,1.6502,0.0002,2.2231,0.00039
25.527,1.6502,0.0002,2.2403,0.00039
25.547,1.6502,0.0002,2.2577,0.00038
25.567,1.6502,0.0002,2.2757,0.00038
25.587,1.6502,0.0002,2.2944,0.00038
25.607,1.6502,0.0002,2.3137,0.00039
25.627,1.6502,0.0002,2.3333,0.00039
25.647,1.6502,0.0002,2.3535,0.00039
25.667,1.6502,0.0002,2.3749,0.0004
25.687,1.6502,0.0002,2.3969,0.00041
25.707,1.6502,0.0002,2.4189,0.00041
25.727,1.6502,0.0002,2.4409,0.00041
25.747,1.6502,0.0002,2.4624,0.0004
25.767,1.6502,0.0002,2.4832,0.0004
25.787,1.6502,0.0002,2.5042,0.0004
25.807,1.6502,0.0002,2.5253,0.0004
25.827,1.6502,0.0002,2.5457,0.00038
25.847,1.6502,0.0002,2.5651,0.00039
25.867,1.6502,0.0002,2.5836,0.00039
25.887,1.6502,0.0002,2.6013,0.00039
25.907,1.6502,0.0002,2.6187,0.00038
25.927,1.6502,0.0002,2.6361,0.00038
25.947,1.6502,0.0002,2.6542,0.00039
25.967,1.6502,0.0002,2.6732,0.00038
25.987,1.6502,0.0002,2.6925,0.00038
26.007,1.6502,0.0002,2.7122,0.0004
26.027,1.6502,0.0002,2.7335,0.00042
26.047,1.6502,0.0002,2.7559,0.00042
26.067,1.6502,0.0002,2.7788,0.0004
26.087,1.6502,0.0002,2.8015,0.00038
26.107,1.6502,0.0002,2.8236,0.0004
26.127,1.6502,0.0002,2.845,0.00038
26.147,1.6502,0.0002,2.8659,0.00039
26.167,1.6502,0.0002,2.8862,0.00039
26.187,1.6502,0.0002,2.9068,0.0004
26.207,1.6502,0.0002,2.9279,0.0004
26.227,1.6502,0.0002,2.9478,0.00039
26.247,1.6502,0.0002,2.9657,0.0004
26.267,1.6502,0.0002,2.9824,0.00038
26.287,1.6502,0.0002,2.9995,0.0004
26.307,1.6502,0.0002,3.0172,0.0004
26.327,1.6502,0.0002,3.0358,0.00042
26.347,1.6502,0.0002,3.0549,0.00041
26.367,1.6502,0.0002,3.0742,0.0004
26.387,1.6502,0.0002,3.0941,0.0004
26.407,1.6502,0.0002,3.1149,0.00039
26.427,1.6502,0.0002,3.1366,0.0004
26.447,1.6502,0.0002,3.1585,0.00043
26.467,1.6502,0.0002,3.1799,0.00042
26.487,1.6502,0.0002,3.2011,0.00042
26.507,1.6502,0.0002,3.2219,0.00042
26.527,1.6502,0.0002,3.2425,0.00041
26.547,1.6502,0.0002,3.2635,0.00041
26.567,1.6502,0.0002,3.2845,0.00042
26.587,1.6502,0.0002,3.3045,0.00041
26.607,1.6502,0.0002,3.3233,0.00041
26.627,1.6502,0.0002,3.3412,0.00041
26.647,1.6502,0.0002,3.3587,0.00039
26.667,1.6502,0.0002,3.3764,0.00043
26.687,1.6502,0.0002,3.3945,0.00042
26.707,1.6502,0.0002,3.4131,0.00043
26.727,1.6502,0.0002,3.4324,0.00043
26.747,1.6502,0.0002,3.4525,0.00043
26.767,1.6502,0.0002,3.4732,0.00043
26.787,1.6502,0.0002,3.4945,0.00044
26.807,1.6502,0.0002,3.5168,0.00043
26.827,1.6502,0.0002,3.5394,0.00043
26.847,1.6502,0.0002,3.5617,0.00042
26.867,1.6502,0.0002,3.5835,0.00043
26.887,1.6502,0.0002,3.6048,0.00043
26.907,1.6502,0.0002,3.6257,0.00042
26.927,1.6502,0.0002,3.6463,0.00041
26.947,1.6502,0.0002,3.6667,0.00042
26.967,1.6502,0.0002,3.6865,0.00043
26.987,1.6502,0.0002,3.7057,0.00044
27.007,1.6502,0.0002,3.7239,0.00044
27.027,1.6502,0.0002,3.741,0.00042
27.047,1.6502,0.0002,3.758,0.00042
27.067,1.6502,0.0002,3.7763,0.00042
27.087,1.6502,0.0002,3.7954,0.00043
27.107,1.6502,0.0002,3.8144,0.00043
27.127,1.6502,0.0002,3.8339,0.00043
27.147,1.6502,0.0002,3.8544,0.00044
27.167,1.6502,0.0002,3.8759,0.00046
27.187,1.6502,0.0002,3.8982,0.00045
27.207,1.6502,0.0002,3.9203,0.00044
27.227,1.6502,0.0002,3.9419,0.00043
27.247,1.6502,0.0002,3.963,0.00045
27.267,1.6502,0.0002,3.9836,0.00045
27.287,1.6502,0.0002,4.0043,0.00045
27.307,1.6502,0.0002,4.025,0.00046
27.327,1.6502,0.0002,4.0452,0.00043
27.347,1.6502,0.0002,4.0647,0.00043
27.367,1.6502,0.0002,4.0834,0.00043
27.387,1.6502,0.0002,4.101,0.00044
27.407,1.6502,0.0002,4.1181,0.00044
27.427,1.6502,0.0002,4.1355,0.00044
27.447,1.6502,0.0002,4.1534,0.00044
27.467,1.6502,0.0002,4.172,0.00045
27.487,1.6502,0.0002,4.1914,0.00045
27.507,1.6502,0.0002,4.2116,0.00046
27.527,1.6502,0.0002,4.233,0.00048
27.547,1.6502,0.0002,4.2553,0.00046
27.567,1.6502,0.0002,4.2778,0.00045
27.587,1.6502,0.0002,4.2999,0.00046
27.607,1.6502,0.0002,4.3218,0.00044
27.627,1.6502,0.0002,4.3431,0.00044
27.647,1.6502,0.0002,4.3638,0.00045
27.667,1.6502,0.0002,4.3844,0.00046
27.687,1.6502,0.0002,4.4049,0.00047
27.707,1.6502,0.0002,4.4252,0.00045
27.727,1.6502,0.0002,4.4448,0.00045
27.747,1.6502,0.0002,4.4634,0.00046
27.767,1.6502,0.0002,4.4812,0.00048
27.787,1.6502,0.0002,4.4983,0.00049
27.807,1.6502,0.0002,4.5158,0.00048
27.827,1.6502,0.0002,4.5339,0.00048
27.847,1.6502,0.0002,4.553,0.00049
27.867,1.6502,0.0002,4.5731,0.00049
27.887,1.6502,0.0002,4.5937,0.0005
27.907,1.6502,0.0002,4.6147,0.00049
27.927,1.6502,0.0002,4.6371,0.00048
27.947,1.6502,0.0002,4.6598,0.00048
27.967,1.6502,0.0002,4.6818,0.00049
27.987,1.6502,0.0002,4.703,0.00049
28.007,1.6502,0.0002,4.7236,0.00049
28.027,1.6502,0.0002,4.7443,0.00049
28.047,1.6502,0.0002,4.765,0.0005
28.067,1.6502,0.0002,4.7857,0.00049
28.087,1.6502,0.0002,4.8058,0.00048
28.107,1.6502,0.0002,4.8249,0.00049
28.127,1.6502,0.0002,4.8427,0.00049
28.147,1.6502,0.0002,4.86,0.0005
28.167,1.6502,0.0002,4.8774,0.0005
28.187,1.6502,0.0002,4.8951,0.00051
28.207,1.6502,0.0002,4.9132,0.00051
28.227,1.6502,0.0002,4.9319,0.00051
28.247,1.6502,0.0002,4.9517,0.0005
28.267,1.6502,0.0002,4.9728,0.0005
28.287,1.6502,0.0002,4.9948,0.00051
28.307,1.6502,0.0002,5.0171,0.00051
28.327,1.6502,0.0002,5.0395,0.00051
28.347,1.6502,0.0002,5.0619,0.00052
28.367,1.6502,0.0002,5.0838,0.00052
28.387,1.6502,0.0002,5.1047,0.00051
28.407,1.6502,0.0002,5.1253,0.0005
28.427,1.6502,0.0002,5.1461,0.00051
28.447,1.6502,0.0002,5.1671,0.00054
28.467,1.6502,0.0002,5.1874,0.00052
28.487,1.6502,0.0002,5.2063,0.00051
28.507,1.6502,0.0002,5.2237,0.00053
28.527,1.6502,0.0002,5.2408,0.00053
28.547,1.6502,0.0002,5.2582,0.00053
28.567,1.6502,0.0002,5.2761,0.00052
28.587,1.6502,0.0002,5.2948,0.00053
28.607,1.6502,0.0002,5.3142,0.00052
28.627,1.6502,0.0002,5.334,0.00052
28.647,1.6502,0.0002,5.3544,0.00054
28.667,1.6502,0.0002,5.3756,0.00054
28.687,1.6502,0.0002,5.3972,0.00054
28.707,1.6502,0.0002,5.4193,0.00053
28.727,1.6502,0.0002,5.4414,0.00053
28.747,1.6502,0.0002,5.4627,0.00054
28.767,1.6502,0.0002,5.4839,0.00055
28.787,1.6502,0.0002,5.5054,0.00055
28.807,1.6502,0.0002,5.5262,0.00054
28.827,1.6502,0.0002,5.546,0.00055
28.847,1.6502,0.0002,5.5649,0.00055
28.867,1.6502,0.0002,5.5829,0.00054
28.887,1.6502,0.0002,5.6006,0.00054
28.907,1.6502,0.0002,5.618,0.00055
28.927,1.6502,0.0002,5.6358,0.00055
28.947,1.6502,0.0002,5.654,0.00055
28.967,1.6502,0.0002,5.673,0.00057
28.987,1.6502,0.0002,5.6926,0.00056
29.007,1.6502,0.0002,5.7129,0.00055
29.027,1.6502,0.0002,5.7343,0.00055
29.047,1.6502,0.0002,5.7566,0.00056
29.067,1.6502,0.0002,5.779,0.00057
29.087,1.6502,0.0002,5.801,0.00056
29.107,1.6502,0.0002,5.8228,0.00057
29.127,1.6502,0.0002,5.844,0.00057
29.147,1.6502,0.0002,5.8648,0.00057
29.167,1.6502,0.0002,5.8857,0.00058
29.187,1.6502,0.0002,5.9065,0.00058
29.207,1.6502,0.0002,5.9269,0.00058
29.227,1.6502,0.0002,5.9467,0.00059
29.247,1.6502,0.0002,5.9652,0.0006
29.267,1.6502,0.0002,5.9824,0.0006
29.287,1.6502,0.0002,5.9996,0.0006
29.307,1.6502,0.0002,6.0174,0.0006
29.327,1.6502,0.0002,6.0358,0.00059
29.347,1.6502,0.0002,6.0546,0.00059
29.367,1.6502,0.0002,6.0739,0.00059
29.387,1.6502,0.0002,6.094,0.00059
29.407,1.6502,0.0002,6.115,0.00057
29.427,1.6502,0.0002,6.1369,0.00059
29.447,1.6502,0.0002,6.1592,0.00059
29.467,1.6502,0.0002,6.1814,0.00059
29.487,1.6502,0.0002,6.2027,0.00061
29.507,1.6502,0.0002,6.2236,0.00062
29.527,1.6502,0.0002,6.244,0.00062
29.547,1.6502,0.0002,6.2646,0.00061
29.567,1.6502,0.0002,6.2856,0.00061
29.587,1.6502,0.0002,6.3061,0.00061
29.607,1.6502,0.0002,6.325,0.0006
29.627,1.6502,0.0002,6.3431,0.0006
29.647,1.6502,0.0002,6.3609,0.0006
29.667,1.6502,0.0002,6.3783,0.00061
29.687,1.6502,0.0002,6.3959,0.0006
29.707,1.6502,0.0002,6.4142,0.00061
29.727,1.6502,0.0002,6.4331,0.00062
29.747,1.6502,0.0002,6.4529,0.00062
29.767,1.6502,0.0002,6.4736,0.00062
29.787,1.6502,0.0002,6.4953,0.00063
29.807,1.6502,0.0002,6.5176,0.00065
29.827,1.6502,0.0002,6.5398,0.00063
29.847,1.6502,0.0002,6.5618,0.00063
29.867,1.6502,0.0002,6.5834,0.00063
29.887,1.6502,0.0002,6.6044,0.00063
29.907,1.6502,0.0002,6.6247,0.00062
29.927,1.6502,0.0002,6.645,0.00062
29.947,1.6502,0.0002,6.6655,0.00063
29.967,1.6502,0.0002,6.6856,0.00064
29.987,1.6502,0.0002,6.7042,0.00063
30.007,1.6502,0.0002,6.7218,0.00062
30.027,1.6502,0.0002,6.7392,0.00062
30.047,1.6502,0.0002,6.7568,0.00064
30.067,1.6502,0.0002,6.7751,0.00064
30.087,1.6502,0.0002,6.7939,0.00063
30.107,1.6502,0.0002,6.8132,0.00064
30.127,1.6502,0.0002,6.8329,0.00065
30.147,1.6502,0.0002,6.8535,0.00065
30.167,1.6502,0.0002,6.8752,0.00065
30.187,1.6502,0.0002,6.8975,0.00065
30.207,1.6502,0.0002,6.9197,0.00066
30.227,1.6502,0.0002,6.9414,0.00065
30.247,1.6502,0.0002,6.962,0.00064
30.267,1.6502,0.0002,6.9819,0.00065
30.287,1.6502,0.0002,7.0028,0.00067
30.307,1.6502,0.0002,7.0246,0.00066
30.327,1.6502,0.0002,7.0453,0.00066
30.347,1.6502,0.0002,7.0643,0.00065
30.367,1.6502,0.0002,7.0826,0.00065
30.387,1.6502,0.0002,7.1004,0.00067
30.407,1.6502,0.0002,7.1176,0.00067
30.427,1.6502,0.0002,7.1354,0.00066
30.447,1.6502,0.0002,7.1542,0.00067
30.467,1.6502,0.0002,7.1732,0.00067
30.487,1.6502,0.0002,7.1929,0.00067
30.507,1.6502,0.0002,7.2136,0.00068
30.527,1.6502,0.0002,7.235,0.00068
30.547,1.6502,0.0002,7.2571,0.00069
30.567,1.6502,0.0002,7.2797,0.00068
30.587,1.6502,0.0002,7.3021,0.00068
30.607,1.6502,0.0002,7.3239,0.00069
30.627,1.6502,0.0002,7.3449,0.00069
30.647,1.6502,0.0002,7.3654,0.00068
30.667,1.6502,0.0002,7.386,0.00068
30.687,1.6502,0.0002,7.4069,0.00068
30.707,1.6502,0.0002,7.4273,0.00069
30.727,1.6502,0.0002,7.4468,0.00069
30.747,1.6502,0.0002,7.4648,0.00069
30.767,1.6502,0.0002,7.4819,0.00068
30.787,1.6502,0.0002,7.4989,0.00069
30.807,1.6502,0.0002,7.5167,0.00069
30.827,1.6502,0.0002,7.5352,0.00069
30.847,1.6502,0.0002,7.5541,0.00068
30.867,1.6502,0.0002,7.5732,0.0007
30.887,1.6502,0.0002,7.5931,0.00069
30.907,1.6502,0.0002,7.6138,0.0007
30.927,1.6502,0.0002,7.6353,0.00071
30.947,1.6502,0.0002,7.6572,0.0007
30.967,1.6502,0.0002,7.6791,0.00072
30.987,1.6502,0.0002,7.7005,0.00072
31.007,1.6502,0.0002,7.7216,0.00071
31.027,1.6502,0.0002,7.7427,0.00072
31.047,1.6502,0.0002,7.7636,0.00072
